"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Adjoint_TKE","Adjoint_Omega","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
20, 2.343826781433500e-02, -1.593604271129300e-02, -8.719985523907413e+01, -1.613776034595980e-02, 5.638056791052438e-04, 2.856643140905562e-04, 1.387723211386488e-03, -3.977513767993387e-07, 1.961968093415868e-04, 3.072946086364978e-06, 0.000000000000000e+00
21, 2.434020402723200e-02, -1.905531063184500e-02, -8.166185016477768e+01, -1.597996723185342e-02, 9.471869292758140e-05, 2.681827560881197e-04, 1.242802865496518e-03, -3.000560930417008e-07, 6.545807455295369e-05, 5.864914645828960e-06, 0.000000000000000e+00
22, 2.543338921587200e-02, -2.181522415531400e-02, -7.643973831652234e+01, -1.560708568668808e-02, -1.080288082797489e-04, 2.517189460966859e-04, 1.108464542723375e-03, -2.151579450296229e-07, 2.675652741612608e-05, -6.461673846874623e-06, 0.000000000000000e+00
23, 1.351701723920500e-02, -1.284598248516500e-02, -1.970614158267226e+02, -5.687092544381568e-02, 2.381035144750612e-03, 6.636185419188501e-04, 5.002717212531127e-04, -4.273068908952649e-07, 2.873528349468591e-02, -5.425395763840856e-04, 0.000000000000000e+00
24, 2.298497201365500e-02, -1.227692614304700e-02, -9.405548482537564e+01, -1.445127919959559e-02, 6.272050382732599e-04, 3.077647694359013e-04, 1.483014103076856e-03, -4.900562300766837e-07, 4.066419402064558e-04, -1.761742408011447e-04, 0.000000000000000e+00
25, 1.971492270917500e-02, -1.064070741779100e-02, -1.025336874955261e+02, -1.738282980507046e-02, 3.835547415648721e-04, 3.245134632382986e-04, 1.789994470276330e-03, -6.135341256827797e-07, -4.842243832543125e-03, 2.769854615403410e-03, 0.000000000000000e+00
26, 2.655859594306400e-02, -2.435754799781600e-02, -7.262663789608416e+01, -1.509364587741599e-02, -4.177001585429693e-06, 2.392736260580878e-04, 1.012922316932922e-03, -1.518537920442168e-07, 2.259537296986569e-05, -8.051211444284294e-06, 0.000000000000000e+00
27, 1.505882620796000e-02, -9.219453635605000e-03, -2.272068118990777e+02, -6.795895024798408e-02, 1.425626032322089e-03, 7.575370991773070e-04, 1.228218342715972e-03, -6.845757631122610e-07, 2.747769982297656e-02, -1.629272945225905e-03, 0.000000000000000e+00
28, 1.098913000000000e-02, -1.068061995229900e-02, 8.149670791525398e+01, 2.483500484504278e-02, 3.885589854232840e-03, -2.503885303736646e-04, 8.452824518420125e-04, -4.456235589448957e-07, -4.685040101667553e-03, 1.660888025590041e-03, 0.000000000000000e+00
29, 2.767553698545400e-02, -2.675926567968100e-02, -8.008522980348681e+01, -1.669283538955975e-02, 1.438947869796125e-04, 2.641689351596456e-04, 1.043258260528448e-03, -1.165937868275828e-07, 1.222122616325011e-05, -3.035348496052798e-06, 0.000000000000000e+00
30, 2.584489490507400e-02, -1.397937042106400e-02, -7.718229519161608e+01, -1.365370457202961e-02, 1.227703873911067e-04, 2.535339608322851e-04, 1.260660617708440e-03, -3.796001785421287e-07, 3.285684375697825e-05, 1.013138040234967e-05, 0.000000000000000e+00
31, 2.653951433253200e-02, -1.690227115090300e-02, -7.765984267845131e+01, -1.476780827288241e-02, 5.871181021187004e-05, 2.557391338704500e-04, 1.225766440615305e-03, -3.216146925370295e-07, 2.430009308549865e-05, -8.488158559407547e-07, 0.000000000000000e+00
32, 2.741011237008100e-02, -1.965285365468600e-02, -7.487926845298958e+01, -1.493736329264904e-02, 5.960986147709268e-05, 2.466517699984777e-04, 1.140290646597708e-03, -2.467235586846198e-07, 3.095013391912613e-05, -1.180234764671236e-06, 0.000000000000000e+00
33, 2.837854163127500e-02, -2.221741032522900e-02, -7.168181019481331e+01, -1.471004032932425e-02, 5.110351966182598e-05, 2.361853715251223e-04, 1.050260423117281e-03, -1.778700253511141e-07, 2.872202198434743e-05, -1.418909633390199e-06, 0.000000000000000e+00
34, 2.365004108642900e-02, -8.139037213128000e-03, -1.218082887267220e+02, -1.801847583708364e-02, 6.046172706907419e-04, 4.007894815030773e-04, 1.871960355598923e-03, -6.616535863588590e-07, 3.975407850715303e-04, -3.190149141755104e-04, 0.000000000000000e+00
35, 2.540559283864700e-02, -1.115291712600700e-02, -6.602463399118172e+01, -1.088531957188645e-02, 7.982240226768277e-04, 2.162767273668666e-04, 1.107471427559038e-03, -3.617773443516672e-07, 8.479417191419192e-05, -4.532089176177398e-05, 0.000000000000000e+00
36, 1.896780557608000e-02, -6.658734539620000e-03, -9.025924922642308e+01, -2.100578095015389e-02, -9.869329093091348e-04, 2.720307358436605e-04, 1.915899098219267e-03, -6.305616150002252e-07, -7.378170518556756e-03, 1.070163365442467e-04, 0.000000000000000e+00
37, 2.938250580285300e-02, -2.463167900931000e-02, -6.877122463446089e+01, -1.425580157934608e-02, 6.212161348031773e-05, 2.267171067006897e-04, 9.709468258784868e-04, -1.230264990365201e-07, 2.179266703772606e-05, -5.112272198370378e-06, 0.000000000000000e+00
38, 1.098913000000000e-02, -6.524131410519000e-03, 8.946845938916755e+01, 2.756946891597804e-02, 2.049174006002962e-03, -2.751204887024839e-04, 1.005702690700663e-03, -4.876612239780302e-07, -2.668929507389891e-03, 1.585378178285976e-04, 0.000000000000000e+00
39, 3.039573819948900e-02, -2.689555568825600e-02, -7.559357280575023e+01, -1.576191679348429e-02, 1.561142412491519e-04, 2.494010221803651e-04, 9.939226873302452e-04, -8.953728244982509e-08, 1.410280213947307e-05, -5.431420380291415e-06, 0.000000000000000e+00
40, 2.800831039027700e-02, -1.236784606474600e-02, -7.061509330128121e+01, -1.212589759871832e-02, 1.091940489381595e-04, 2.320990176115821e-04, 1.187699253834730e-03, -3.659991212571069e-07, 1.386154462658862e-05, -9.976605426292629e-07, 0.000000000000000e+00
41, 2.867622908123400e-02, -1.503357628730000e-02, -7.247649542990058e+01, -1.344727238428944e-02, 6.832906040918376e-05, 2.385382073712606e-04, 1.197181367435037e-03, -3.316670988221569e-07, 3.347315522360580e-05, 2.692714605755702e-06, 0.000000000000000e+00
42, 2.942974786333900e-02, -1.767842901445600e-02, -7.200980728566041e+01, -1.410179042577169e-02, 1.151412089180900e-04, 2.371956802888151e-04, 1.152892829269683e-03, -2.727414495243785e-07, 3.237932967216557e-05, 5.157244453910983e-07, 0.000000000000000e+00
43, 1.479548663433800e-02, -4.751225991912000e-03, -2.336577218720999e+02, -6.791932299498438e-02, 1.653600804782607e-04, 7.864301340814305e-04, 8.695816633575834e-04, -5.973461344580029e-07, 3.103254144413998e-02, -6.308514576889760e-04, 0.000000000000000e+00
44, 3.026970039972400e-02, -2.022815271088800e-02, -7.031361270921315e+01, -1.424161960836749e-02, 1.185441650293210e-04, 2.316984327540110e-04, 1.082581964364882e-03, -2.064160777530276e-07, 2.708400848875831e-05, 5.928716426349727e-07, 0.000000000000000e+00
45, 3.116674659947400e-02, -2.266541368807900e-02, -6.808380107602497e+01, -1.405111154028505e-02, 8.304587736761826e-05, 2.244049183585712e-04, 1.006926405897422e-03, -1.454262740565422e-07, 2.262296502229936e-05, -2.123853698644451e-06, 0.000000000000000e+00
46, 2.715140818533100e-02, -9.764741705080999e-03, -7.002179750018331e+01, -1.141456532066072e-02, 3.991130309697713e-04, 2.298434683843876e-04, 1.187759359951629e-03, -3.885400727890616e-07, 2.203284116081056e-05, -2.505846883798079e-05, 0.000000000000000e+00
47, 2.186689223676300e-02, -4.049807780454000e-03, -1.075574046321818e+02, -1.358924121441117e-02, 5.707683146733228e-04, 3.527531964563319e-04, 1.500285107536858e-03, -5.308581438847361e-07, -7.726079219759091e-05, 9.750148630895829e-05, 0.000000000000000e+00
48, 1.810250949398100e-02, -2.498364164582000e-03, -8.043434930521424e+01, -2.130358024884471e-02, -3.086758668684090e-04, 2.377279505145790e-04, 1.744671216024249e-03, -5.384312496832864e-07, -9.624140074598695e-03, -5.615801629403448e-04, 0.000000000000000e+00
49, 3.208249301601600e-02, -2.497837131921000e-02, -6.504447897311678e+01, -1.351551438230942e-02, 7.419525901652506e-05, 2.144124814416897e-04, 9.278650238222772e-04, -9.581947808334449e-08, 1.676793213750374e-05, -4.185134224869176e-06, 0.000000000000000e+00
50, 1.442290794543800e-02, -3.732147115670000e-04, -2.174120370800564e+02, -6.426826206117989e-02, -9.254124171707951e-04, 7.351360540356194e-04, 7.572466279299189e-04, -4.944498927905162e-07, 3.067768270606074e-02, 3.558704327745407e-04, 0.000000000000000e+00
51, 1.098913000000000e-02, -2.300758528023000e-03, 8.019350070442614e+01, 2.571540326414142e-02, -7.588422419259051e-04, -2.457429983801064e-04, 8.661999372104318e-04, -4.370102784494813e-07, -2.475228241524149e-03, -2.369502486564413e-04, 0.000000000000000e+00
52, 3.297275204855200e-02, -2.709400352349700e-02, -6.883387731468720e+01, -1.435073199586757e-02, 1.521129179046743e-04, 2.271279289224443e-04, 9.109542837221807e-04, -6.289500162379222e-08, 1.156111969116477e-05, -1.384575862763123e-05, 0.000000000000000e+00
53, 2.705734725706600e-02, -7.825368807713000e-03, -5.528494031045994e+01, -9.053614647581027e-03, 5.053580766431339e-05, 1.812009006386491e-04, 9.364385832642899e-04, -3.100411591129205e-07, 2.859656543429722e-05, 6.394166994269957e-05, 0.000000000000000e+00
54, 2.512374236637900e-02, -4.344133495445000e-03, -8.328641234151401e+01, -1.361733529718245e-02, -5.409316268187135e-04, 2.725743240601124e-04, 1.349401910763836e-03, -4.397233928261532e-07, 1.053621510474336e-04, 6.739189928305657e-06, 0.000000000000000e+00
55, 3.071544413033500e-02, -1.331443108008300e-02, -6.919674920075495e+01, -1.231922861758412e-02, 1.128250046134577e-04, 2.276992957585332e-04, 1.182748146726190e-03, -3.407006118983387e-07, 2.019797619543572e-05, 5.594791143526373e-07, 0.000000000000000e+00
56, 3.002825425087700e-02, -1.080803931412200e-02, -6.854401010612986e+01, -1.144344561867055e-02, 4.066962162113003e-05, 2.253902954745061e-04, 1.180033427388904e-03, -3.674130468191274e-07, 1.358857871184894e-05, -2.071784383879898e-06, 0.000000000000000e+00
57, 3.141604807394600e-02, -1.585116162986600e-02, -6.944611045481155e+01, -1.313556766756084e-02, 1.358556313775241e-04, 2.286303826648480e-04, 1.160095616752955e-03, -2.948985947083639e-07, 2.087231200532808e-05, 2.776427368454146e-06, 0.000000000000000e+00
58, 3.217433774999900e-02, -1.835744448798000e-02, -6.880988703971788e+01, -1.363255928539928e-02, 1.301187630591245e-04, 2.266828977185334e-04, 1.110624606225254e-03, -2.353180955032069e-07, 2.162896919127729e-05, 1.386126263091562e-06, 0.000000000000000e+00
59, 3.298803047964800e-02, -2.080812721384200e-02, -6.764844642144153e+01, -1.381246661174064e-02, 1.064826868227513e-04, 2.229461448357457e-04, 1.048602308554157e-03, -1.728731207814446e-07, 1.859506119863410e-05, -6.533078228904837e-07, 0.000000000000000e+00
60, 3.383736583203800e-02, -2.319619785753400e-02, -6.611425841269289e+01, -1.369960114205949e-02, 8.047468487248144e-05, 2.179280693035137e-04, 9.838670213479412e-04, -1.164348747477735e-07, 1.143544407690739e-05, -1.810077052173572e-06, 0.000000000000000e+00
61, 2.647644020914100e-02, -6.169400281805000e-03, -5.875834147811918e+01, -9.427929612147338e-03, -2.936529102428208e-04, 1.927817530664671e-04, 9.721729897829519e-04, -3.221958081007947e-07, 3.726508662187352e-05, 3.121974634774399e-05, 0.000000000000000e+00
62, 2.948004589710800e-02, -8.463132980364000e-03, -6.430225653965819e+01, -1.021301405342607e-02, 1.161484480199413e-04, 2.112101968564678e-04, 1.099736094520333e-03, -3.543296468558626e-07, 4.936623638017200e-06, 1.912636878516250e-05, 0.000000000000000e+00
63, 2.416212636478500e-02, -1.143311433790000e-03, -8.595757326282448e+01, -1.471862056467320e-02, -4.545386882449701e-04, 2.808763540278209e-04, 1.338872706276745e-03, -4.078204905210293e-07, 1.450956211468553e-04, -4.449667788285671e-06, 0.000000000000000e+00
64, 2.095362290718900e-02, -9.509621410000000e-05, -1.010281934544937e+02, -1.343433719715732e-02, -2.560500997481428e-05, 3.319856047539397e-04, 1.307386295602037e-03, -4.307467445675918e-07, -2.809658476560391e-04, 3.216009511375227e-05, 0.000000000000000e+00
65, 1.759746515776400e-02, 1.772794305689000e-03, -7.434992116927376e+01, -2.072066455335916e-02, -3.267930114738794e-04, 2.187760832738716e-04, 1.536036398123114e-03, -4.198873662074042e-07, -1.018519068835805e-02, 1.822514468950917e-04, 0.000000000000000e+00
66, 3.467272485566400e-02, -2.549621922032700e-02, -6.305383281605938e+01, -1.310719783877716e-02, 6.570958157476167e-05, 2.078588391288101e-04, 9.054348653065217e-04, -7.088061157261625e-08, 3.008400206522470e-06, -1.018739221313263e-06, 0.000000000000000e+00
67, 1.098913000000000e-02, 1.846081776226000e-03, 7.927881298860353e+01, 2.523293360657764e-02, -2.294232711623108e-03, -2.440092854495382e-04, 7.675321168832051e-04, -3.526298598608075e-07, -4.711550929920521e-03, 3.435925401722772e-04, 0.000000000000000e+00
68, 3.521604013116400e-02, -2.741348503447300e-02, -6.056652957890859e+01, -1.264925425739850e-02, 1.621331706615614e-04, 1.998854628188027e-04, 8.183225141101214e-04, -3.901761188180064e-08, 2.661257558477216e-06, -1.934329575678645e-05, 0.000000000000000e+00
69, 2.893335885987400e-02, -6.313039375526000e-03, -6.247480414686402e+01, -9.789690648310633e-03, 2.939404498433714e-04, 2.051723372982011e-04, 1.048220044425796e-03, -3.382402628707237e-07, 5.242984985955074e-06, 1.304886086858566e-06, 0.000000000000000e+00
70, 2.716018426609400e-02, -1.642010504462000e-03, -7.820154054026277e+01, -1.302551404502722e-02, 1.096001719658308e-04, 2.571255366653154e-04, 1.212747043550400e-03, -3.644758965635056e-07, -1.793310367152290e-06, -3.610529837117525e-06, 0.000000000000000e+00
71, 2.808970141581600e-02, -4.161422426584000e-03, -6.939964005779740e+01, -1.111781316822171e-02, 2.723806865992527e-04, 2.279821730890829e-04, 1.126582308441000e-03, -3.562042602839980e-07, 1.513369676787255e-05, -5.617249882125041e-06, 0.000000000000000e+00
72, 3.335587519455000e-02, -1.409047052962200e-02, -6.771162327666742e+01, -1.229039917704057e-02, 1.404859709490330e-04, 2.228448670574972e-04, 1.173047302932067e-03, -3.150108563081024e-07, 1.619651678327623e-05, 1.748966697597999e-06, 0.000000000000000e+00
73, 3.268375899908100e-02, -1.162047027738800e-02, -6.750716730219034e+01, -1.155396372674007e-02, 1.120729397232682e-04, 2.220411973365124e-04, 1.184924518595658e-03, -3.497689564561321e-07, 1.476045637622138e-05, 9.617888039312240e-07, 0.000000000000000e+00
74, 3.205681954909300e-02, -9.187983883776001e-03, -6.636641417674639e+01, -1.083185533434474e-02, 8.721453993274899e-05, 2.181394557198723e-04, 1.162785108304989e-03, -3.609154156794819e-07, 9.935335734847527e-06, 5.917416574380150e-06, 0.000000000000000e+00
75, 3.406320291673900e-02, -1.655606823670700e-02, -6.749620412234114e+01, -1.295060211709816e-02, 1.302526974746193e-04, 2.222741044028235e-04, 1.138315260421905e-03, -2.637565888581377e-07, 1.712446738052759e-05, 2.552789974321934e-06, 0.000000000000000e+00
76, 3.481830122858000e-02, -1.899856416100000e-02, -6.701615821203430e+01, -1.342214335149131e-02, 1.084378290638080e-04, 2.208093184142451e-04, 1.088887787101816e-03, -2.035383109512999e-07, 1.666323465166021e-05, 1.000095665414114e-06, 0.000000000000000e+00
77, 1.438002070961800e-02, 3.631080406100000e-03, -2.046566602594851e+02, -6.135911996771053e-02, -1.266856771192187e-03, 6.881384573170873e-04, 6.407988066681394e-04, -3.771767148577019e-07, 2.962142330924306e-02, 2.752856203577204e-05, 0.000000000000000e+00
78, 3.562169803282200e-02, -2.142436455684900e-02, -6.668186403080861e+01, -1.370827147516110e-02, 8.955855654956042e-05, 2.197827020286193e-04, 1.037898471972239e-03, -1.430887393098479e-07, 1.247291988843915e-05, -9.980806714405470e-07, 0.000000000000000e+00
79, 3.647819618482000e-02, -2.388151079812000e-02, -6.784160311397201e+01, -1.410090970373434e-02, 7.462181664376948e-05, 2.236190815217136e-04, 1.011272244179710e-03, -9.032610776332592e-08, 7.401116435461662e-06, -1.704891680120696e-06, 0.000000000000000e+00
80, 3.143582531307100e-02, -6.830691770855000e-03, -6.521347146303860e+01, -1.042099789167591e-02, 1.522296688154408e-04, 2.142985006791202e-04, 1.123882845793170e-03, -3.532373828032543e-07, 3.833228939395996e-06, 2.675090665333268e-06, 0.000000000000000e+00
81, 2.638214965057300e-02, 1.249327374071000e-03, -7.956575858693732e+01, -1.398658424619256e-02, 8.855087810444171e-05, 2.617394001081680e-04, 1.167438890251739e-03, -3.146886117374040e-07, -2.116506996002692e-05, -4.294676766527718e-06, 0.000000000000000e+00
82, 2.345216236113300e-02, 2.115144286495000e-03, -8.171769491116369e+01, -1.491209759101859e-02, -3.854936750574946e-04, 2.673611702161767e-04, 1.203103199999501e-03, -3.228652237612522e-07, 1.234304285879706e-04, -1.835933390200869e-05, 0.000000000000000e+00
83, 2.040486578261300e-02, 3.447623841144000e-03, -8.818287151363076e+01, -1.220018224340247e-02, -3.188122685126684e-04, 2.897586560861163e-04, 1.066551317153255e-03, -3.023343316978058e-07, -3.089983442416254e-06, 3.473546768681916e-04, 0.000000000000000e+00
84, 1.761674269717300e-02, 5.652498161241000e-03, -7.358115664548616e+01, -2.138227663252909e-02, -3.430019764150782e-04, 2.198102965055351e-04, 1.420262150013894e-03, -3.159084147513293e-07, -1.034543267373372e-02, -1.939360177370719e-04, 0.000000000000000e+00
85, 3.743320918915800e-02, -2.661046460000400e-02, -8.479789792898525e+01, -1.768270313702169e-02, 1.932747576004070e-04, 2.796858792451134e-04, 1.166537563945980e-03, -4.839137318684783e-08, 1.225446948293611e-05, -1.131699034312122e-05, 0.000000000000000e+00
86, 1.098913000000000e-02, 5.758710085882000e-03, 7.553018399464619e+01, 2.370254375304201e-02, -2.384575888830340e-03, -2.318603727203843e-04, 6.846626791141057e-04, -2.671826036630171e-07, -3.378116142029656e-03, 4.231164772076512e-04, 0.000000000000000e+00
87, 3.074094194294400e-02, -4.504526278893000e-03, -6.676560903296948e+01, -1.081303874914066e-02, 2.201465994063650e-04, 2.194572766982832e-04, 1.116865448341623e-03, -3.441693064455896e-07, 5.956849383152848e-06, -3.781642164186703e-06, 0.000000000000000e+00
88, 2.996500883855800e-02, -2.071553927611000e-03, -7.075431024165034e+01, -1.191745529814340e-02, 2.019626411711182e-04, 2.326977520305506e-04, 1.135954627854337e-03, -3.317765286290297e-07, 1.183022725128426e-05, -3.688404736716451e-06, 0.000000000000000e+00
89, 2.919884328570200e-02, 5.511489093100000e-04, -7.403928311307985e+01, -1.312427941241901e-02, 1.260947221497449e-04, 2.436325011558065e-04, 1.130177987411109e-03, -2.985968903180356e-07, 1.274994582401596e-05, -2.517378915335681e-06, 0.000000000000000e+00
90, 3.524961480828400e-02, -1.233671912858500e-02, -6.668401213103259e+01, -1.160110378362265e-02, 1.415886010268705e-04, 2.193725739977622e-04, 1.189775680808441e-03, -3.321457431928622e-07, 1.317979241998419e-05, 1.581766438184168e-06, 0.000000000000000e+00
91, 3.592613002088500e-02, -1.477978389132800e-02, -6.656517298209567e+01, -1.228646378854053e-02, 1.324737215194949e-04, 2.191217884747383e-04, 1.166990503253418e-03, -2.905878041987891e-07, 1.413190947735084e-05, 2.315701643364309e-06, 0.000000000000000e+00
92, 3.459896734324400e-02, -9.892776382365000e-03, -6.644092149623116e+01, -1.098263079438209e-02, 1.376234016477116e-04, 2.184744186330085e-04, 1.188202395937675e-03, -3.543717895475901e-07, 1.084354148288756e-05, 2.220776573242999e-06, 0.000000000000000e+00
93, 3.395470836627800e-02, -7.469038805303000e-03, -6.604159702234324e+01, -1.060646683023230e-02, 1.283025957522478e-04, 2.171178354974218e-04, 1.165622468711482e-03, -3.564338365338970e-07, 7.001489917083191e-06, 1.379927707436313e-06, 0.000000000000000e+00
94, 3.663747409397100e-02, -1.720911940246700e-02, -6.626964493577451e+01, -1.289770415727938e-02, 1.152565826142703e-04, 2.182737008287990e-04, 1.126595704491635e-03, -2.354255427508358e-07, 1.423463712466291e-05, 2.381325050064225e-06, 0.000000000000000e+00
95, 3.739024472806600e-02, -1.962626520821700e-02, -6.600891805740426e+01, -1.335055033249813e-02, 9.259796534623963e-05, 2.175124088186434e-04, 1.077593751000198e-03, -1.738840878538316e-07, 1.363646687147606e-05, 3.612952745104904e-07, 0.000000000000000e+00
96, 1.424547616297700e-02, 7.412818919870000e-03, -1.875658403005081e+02, -5.614487208685488e-02, -9.807396493206784e-04, 6.293161762355185e-04, 5.764350576513787e-04, -2.763688937473939e-07, 2.798857749547116e-02, -3.987981780290225e-04, 0.000000000000000e+00
97, 3.819030317873000e-02, -2.205281949926100e-02, -6.620344965969859e+01, -1.367883481817133e-02, 8.193482982648196e-05, 2.182281267443020e-04, 1.032728328200722e-03, -1.136602760265056e-07, 1.298280911497045e-05, -2.000710760073626e-06, 0.000000000000000e+00
98, 3.907015204361400e-02, -2.453604914899100e-02, -6.689647073243245e+01, -1.391901781549172e-02, 7.204175794708535e-05, 2.204977281990208e-04, 9.986808970982679e-04, -6.071873648676273e-08, 2.005160715928334e-05, 6.989561270956169e-07, 0.000000000000000e+00
99, 3.328682203071200e-02, -5.062455760919000e-03, -6.632558206395268e+01, -1.067882199143946e-02, 1.225339718222437e-04, 2.180479603083812e-04, 1.139018924278138e-03, -3.439534763362912e-07, 3.799225576345036e-06, -5.808205570916975e-07, 0.000000000000000e+00
100, 2.572959048481700e-02, 4.227578900430000e-03, -7.858417355417656e+01, -1.456817638477835e-02, 6.268024127207994e-05, 2.586860973066171e-04, 1.090387252407616e-03, -2.476961835745254e-07, -2.714335033478310e-05, 6.519124592129431e-07, 0.000000000000000e+00
101, 2.851070629723800e-02, 3.376145829498000e-03, -7.558832056048372e+01, -1.412973484668732e-02, 6.806187589856685e-05, 2.489698164531641e-04, 1.091666819864145e-03, -2.458640218492205e-07, 1.074275903600555e-05, -4.006723316894929e-07, 0.000000000000000e+00
