"PointID","x","y","Pressure","Velocity_x","Velocity_y","Pressure_Coefficient"
81,7.440000027400000e-02,-4.186607976498817e-02,-4.817404081738819e-02,1.019907112902626e+00,-2.269390850815853e-01,-9.634808163477641e-02,
82,6.633000075800000e-02,-3.998513962421356e-02,-3.597488390995118e-02,1.003204636129519e+00,-2.454655846991552e-01,-7.194976781990239e-02,
83,5.869000032500000e-02,-3.802635805630503e-02,-2.185057203250562e-02,9.837213212587360e-01,-2.649148469479217e-01,-4.370114406501126e-02,
84,5.149000138000000e-02,-3.599337852580232e-02,-5.438749016885383e-03,9.607462621954778e-01,-2.852264741560538e-01,-1.087749803377077e-02,
85,4.473999887700000e-02,-3.389028465845557e-02,1.364161342993587e-02,9.336953278602070e-01,-3.063121915325983e-01,2.728322685987175e-02,
86,3.844000026600000e-02,-3.171811260404538e-02,3.591873977226769e-02,9.014936456070402e-01,-3.278920753822788e-01,7.183747954453540e-02,
87,3.260000050100000e-02,-2.948109446637338e-02,6.194716787967178e-02,8.631475829836940e-01,-3.496521497231893e-01,1.238943357593436e-01,
88,2.723000012300000e-02,-2.718419978786347e-02,9.253549339088456e-02,8.171981989339289e-01,-3.708626911428272e-01,1.850709867817692e-01,
89,2.232000045500000e-02,-2.482329437156798e-02,1.283927703019374e-01,7.619736197696727e-01,-3.901805349530539e-01,2.567855406038749e-01,
90,1.789999939500000e-02,-2.241364555514381e-02,1.704433133694987e-01,6.950528829526861e-01,-4.058624127988362e-01,3.408866267389976e-01,
91,1.394999958600000e-02,-1.994492353858276e-02,2.192665678462663e-01,6.154130380776438e-01,-4.142218851057047e-01,4.385331356925328e-01,
92,1.049000024800000e-02,-1.742916196961543e-02,2.753077529542913e-01,5.189260842415278e-01,-4.103156422060349e-01,5.506155059085829e-01,
93,7.519999985000000e-03,-1.486756313872443e-02,3.367288354832127e-01,4.086586025811434e-01,-3.866736675473082e-01,6.734576709664257e-01,
94,5.040000193000000e-03,-1.226032473458219e-02,4.006771383630350e-01,2.828111085968305e-01,-3.313327405659391e-01,8.013542767260704e-01,
95,3.049999941000000e-03,-9.605565346412577e-03,4.578495418376051e-01,1.554239170247806e-01,-2.340528899835222e-01,9.156990836752106e-01,
96,1.560000004000000e-03,-6.917517506923035e-03,4.939059176806719e-01,4.123772433292302e-02,-8.332783765263538e-02,9.878118353613443e-01,
97,5.600000150000000e-04,-4.173159738460802e-03,4.926372247011993e-01,-2.858972031891588e-02,1.100916165403252e-01,9.852744494023989e-01,
98,5.999999800000000e-05,-1.375329724321098e-03,4.455470239237759e-01,-3.683875608638612e-02,3.239641564751951e-01,8.910940478475523e-01,
99,0.000000000000000e+00,0.000000000000000e+00,3.758248974470875e-01,5.888833853121668e-03,4.641942680144062e-01,7.516497948941754e-01,
100,5.999999800000000e-05,1.375329724321098e-03,3.186732761801291e-01,7.512584193368155e-02,5.810289688999366e-01,6.373465523602585e-01,
101,5.600000150000000e-04,4.173159738460802e-03,2.077270843852775e-01,1.982909551535906e-01,7.479747729993711e-01,4.154541687705552e-01,
102,1.560000004000000e-03,6.917517506923035e-03,3.931779216597815e-02,3.945385664728513e-01,8.604939205459257e-01,7.863558433195635e-02,
103,3.049999941000000e-03,9.605565346412577e-03,-8.665937107378628e-02,5.824631038164085e-01,8.995069814260653e-01,-1.733187421475726e-01,
104,5.040000193000000e-03,1.226032473458219e-02,-1.930081460680281e-01,7.514745375872390e-01,8.885044512348046e-01,-3.860162921360564e-01,
105,7.519999985000000e-03,1.486756313872443e-02,-2.678347042491167e-01,8.883307159097427e-01,8.462492059360495e-01,-5.356694084982335e-01,
106,1.049000024800000e-02,1.742916196961543e-02,-3.196239145973844e-01,9.942738087352522e-01,7.880860002077161e-01,-6.392478291947691e-01,
107,1.394999958600000e-02,1.994492353858276e-02,-3.528798480984319e-01,1.074488004614568e+00,7.250914610522852e-01,-7.057596961968641e-01,
108,1.789999939500000e-02,2.241364555514381e-02,-3.737038558585454e-01,1.133708208464953e+00,6.626648675644058e-01,-7.474077117170912e-01,
109,2.232000045500000e-02,2.482329437156798e-02,-3.854424266935129e-01,1.177753463480353e+00,6.036381940961683e-01,-7.708848533870262e-01,
110,2.723000012300000e-02,2.718419978786347e-02,-3.911659158188943e-01,1.209871272107387e+00,5.493385082081764e-01,-7.823318316377889e-01,
111,3.260000050100000e-02,2.948109446637338e-02,-3.928386295721888e-01,1.233492445182527e+00,4.998335066411116e-01,-7.856772591443780e-01,
112,3.844000026600000e-02,3.171811260404538e-02,-3.917122723324898e-01,1.250666619539120e+00,4.549745448539512e-01,-7.834245446649799e-01,
113,4.473999887700000e-02,3.389028465845557e-02,-3.887090330497262e-01,1.263019622033952e+00,4.143761440461369e-01,-7.774180660994527e-01,
114,5.149000138000000e-02,3.599337852580232e-02,-3.844971331607634e-01,1.271813187029774e+00,3.775963087486141e-01,-7.689942663215272e-01,
115,5.869000032500000e-02,3.802635805630503e-02,-3.793963142075754e-01,1.277720482380690e+00,3.440351661739015e-01,-7.587926284151510e-01,
116,6.633000075800000e-02,3.998513962421356e-02,-3.737424736841488e-01,1.281706567598123e+00,3.135999934562794e-01,-7.474849473682980e-01,
117,7.440000027400000e-02,4.186607976498817e-02,-3.677250347548606e-01,1.283779936140341e+00,2.855949914450711e-01,-7.354500695097216e-01,
118,8.290000259900000e-02,4.366791468532204e-02,-3.613825259087549e-01,1.284716864346382e+00,2.599451964197101e-01,-7.227650518175102e-01,
119,9.181000292300000e-02,4.538527151431038e-02,-3.549610656689799e-01,1.284503390254240e+00,2.361913777623008e-01,-7.099221313379602e-01,
120,1.011300012470000e-01,4.701715290498424e-02,-3.483077898888808e-01,1.283434785886140e+00,2.141900901537075e-01,-6.966155797777619e-01,
121,1.108499988910000e-01,4.856066993422563e-02,-3.416625863397775e-01,1.281782338437777e+00,1.938284244223633e-01,-6.833251726795554e-01,
122,1.209499984980000e-01,5.001187382363489e-02,-3.348894756794752e-01,1.279315242799834e+00,1.747563107673670e-01,-6.697789513589507e-01,
123,1.314399987460000e-01,5.137133628795417e-02,-3.280870674484007e-01,1.276624770722538e+00,1.570625412626418e-01,-6.561741348968018e-01,
124,1.422899961470000e-01,5.263443049277360e-02,-3.212802572057761e-01,1.273099833607895e+00,1.402859917938392e-01,-6.425605144115526e-01,
125,1.534900069240000e-01,5.379977779145956e-02,-3.143901352095415e-01,1.269652447192898e+00,1.246724162605392e-01,-6.287802704190832e-01,
126,1.650400012730000e-01,5.486709202536137e-02,-3.075387174520346e-01,1.265475390976207e+00,1.098804220538508e-01,-6.150774349040695e-01,
127,1.769299954180000e-01,5.583513598033686e-02,-3.005699570689827e-01,1.261462086054770e+00,9.613289638333310e-02,-6.011399141379655e-01,
128,1.891400069000000e-01,5.670228146432130e-02,-2.936867840460667e-01,1.256709269028605e+00,8.301633868940733e-02,-5.873735680921337e-01,
129,2.016600072380000e-01,5.746811193675738e-02,-2.866863587592543e-01,1.252200615443378e+00,7.073861068314705e-02,-5.733727175185088e-01,
130,2.144699990750000e-01,5.813197420944613e-02,-2.797874683430162e-01,1.247075877369523e+00,5.904840134147909e-02,-5.595749366860326e-01,
131,2.275699973110000e-01,5.869456802648413e-02,-2.727494311915630e-01,1.242180744092837e+00,4.811804113278334e-02,-5.454988623831263e-01,
132,2.409400045870000e-01,5.915585896897953e-02,-2.658516684328709e-01,1.236809097700806e+00,3.769389284137076e-02,-5.317033368657421e-01,
133,2.545700073240000e-01,5.951657836311273e-02,-2.587968901872547e-01,1.231559911922662e+00,2.790273005274799e-02,-5.175937803745096e-01,
134,2.684499919410000e-01,5.977765596976551e-02,-2.519265497941430e-01,1.226074107049590e+00,1.859389681805587e-02,-5.038530995882863e-01,
135,2.825500071050000e-01,5.994005483718394e-02,-2.448887418287391e-01,1.220524562681606e+00,9.851183053333240e-03,-4.897774836574785e-01,
136,2.968699932100000e-01,6.000550062925582e-02,-2.380509998741509e-01,1.214971446721045e+00,1.539800217460704e-03,-4.761019997483021e-01,
137,3.113999962810000e-01,5.997565198183213e-02,-2.310729575135595e-01,1.209193419656218e+00,-6.273901909575837e-03,-4.621459150271193e-01,
138,3.261100053790000e-01,5.985254444802346e-02,-2.242719729269431e-01,1.203615095483616e+00,-1.367132563352550e-02,-4.485439458538863e-01,
139,3.409900069240000e-01,5.963847719943702e-02,-2.174099482109799e-01,1.197684655026734e+00,-2.064449876747637e-02,-4.348198964219600e-01,
140,3.560400009160000e-01,5.933561549045978e-02,-2.106449386601793e-01,1.192071748977147e+00,-2.723999496243357e-02,-4.212898773203587e-01,
141,3.712300062180000e-01,5.894684318665333e-02,-2.039235660538603e-01,1.186127480962859e+00,-3.343345292898144e-02,-4.078471321077207e-01,
142,3.865399956700000e-01,5.847520956655861e-02,-1.972428051917373e-01,1.180469214138610e+00,-3.928484280252217e-02,-3.944856103834747e-01,
143,4.019699990750000e-01,5.792324246601335e-02,-1.906629999533988e-01,1.174549126584572e+00,-4.478599760327365e-02,-3.813259999067977e-01,
144,4.174999892710000e-01,5.729416860686566e-02,-1.840933396428069e-01,1.168868933270205e+00,-4.996376400189854e-02,-3.681866792856140e-01,
145,4.331099987030000e-01,5.659141825851464e-02,-1.776708072025818e-01,1.163033708508695e+00,-5.484171809279273e-02,-3.553416144051637e-01,
146,4.487800002100000e-01,5.581859897363720e-02,-1.712364405375481e-01,1.157343802909421e+00,-5.942484650927498e-02,-3.424728810750964e-01,
147,4.645099937920000e-01,5.497835513414191e-02,-1.649805179000258e-01,1.151636350949796e+00,-6.375318066599658e-02,-3.299610358000517e-01,
148,4.802699983120000e-01,5.407492053959814e-02,-1.586930753606480e-01,1.145980633691031e+00,-6.778903647222145e-02,-3.173861507212962e-01,
149,4.960500001910000e-01,5.311153541819326e-02,-1.526123336966308e-01,1.140333142180100e+00,-7.167353205934447e-02,-3.052246673932618e-01,
150,5.118399858470000e-01,5.209138375948307e-02,-1.464881747785830e-01,1.134790723322789e+00,-7.525692364642828e-02,-2.929763495571662e-01,
151,5.276100039480000e-01,5.101897737545535e-02,-1.405640784242219e-01,1.129282469796759e+00,-7.865775098117397e-02,-2.811281568484440e-01,
152,5.433599948880000e-01,4.989683951066199e-02,-1.346240368297162e-01,1.123796858973230e+00,-8.183991176706439e-02,-2.692480736594325e-01,
153,5.590599775310000e-01,4.872955796694115e-02,-1.288212230851844e-01,1.118448367540524e+00,-8.484880914553093e-02,-2.576424461703690e-01,
154,5.747100114820000e-01,4.751950934859488e-02,-1.230951062387989e-01,1.113036841631499e+00,-8.768915539078147e-02,-2.461902124775978e-01,
155,5.902799963950000e-01,4.627132533375768e-02,-1.173930653235827e-01,1.107762233823607e+00,-9.035224803356021e-02,-2.347861306471655e-01,
156,6.057599782940000e-01,4.498807223669178e-02,-1.118510583974800e-01,1.102454755245619e+00,-9.289510292891232e-02,-2.237021167949601e-01,
157,6.211299896240000e-01,4.367359094194759e-02,-1.062754855808778e-01,1.097265510471824e+00,-9.526495477005699e-02,-2.125509711617557e-01,
158,6.363800168040000e-01,4.233084266562091e-02,-1.008597183546309e-01,1.092022395008133e+00,-9.754106396045721e-02,-2.017194367092619e-01,
159,6.514999866490000e-01,4.096270419333766e-02,-9.541718920003645e-02,1.086923559015724e+00,-9.968497271433910e-02,-1.908343784000730e-01,
160,6.664699912070000e-01,3.957289370556494e-02,-9.009099228964194e-02,1.081728422755339e+00,-1.017068275378576e-01,-1.801819845792840e-01,
161,6.812700033190000e-01,3.816515293304169e-02,-8.475760727822450e-02,1.076681300525229e+00,-1.036598864214761e-01,-1.695152145564491e-01,
162,6.958900094030001e-01,3.674225211597043e-02,-7.950757352706919e-02,1.071526974189125e+00,-1.054828448653606e-01,-1.590151470541385e-01,
163,7.103199958800001e-01,3.530689307158652e-02,-7.424445623850705e-02,1.066500741438550e+00,-1.072578805066184e-01,-1.484889124770142e-01,
164,7.245299816130000e-01,3.386376679305321e-02,-6.904765399369354e-02,1.061365000036706e+00,-1.089131735803718e-01,-1.380953079873871e-01,
165,7.385200262070000e-01,3.241453277608040e-02,-6.382191273273397e-02,1.056334591207525e+00,-1.105273474133031e-01,-1.276438254654680e-01,
166,7.522799968720000e-01,3.096181144522562e-02,-5.864387520272834e-02,1.051164728569162e+00,-1.120488550083102e-01,-1.172877504054567e-01,
167,7.657799720760000e-01,2.951033727360171e-02,-5.342181854115178e-02,1.046119122543348e+00,-1.135166468291804e-01,-1.068436370823036e-01,
168,7.790099978450000e-01,2.806276676215449e-02,-4.822989924122711e-02,1.040908925814700e+00,-1.148861275747494e-01,-9.645979848245426e-02,
169,7.919700145720000e-01,2.662062628442961e-02,-4.298131213535392e-02,1.035729483965608e+00,-1.162423901114343e-01,-8.596262427070787e-02,
170,8.046399950980000e-01,2.518763605296113e-02,-3.771586096064170e-02,1.030508974632621e+00,-1.174863694781257e-01,-7.543172192128342e-02,
171,8.170099854470000e-01,2.376642068849115e-02,-3.241838778480573e-02,1.025174612954410e+00,-1.186970688985432e-01,-6.483677556961148e-02,
172,8.290500044819999e-01,2.236196298315981e-02,-2.704724964515222e-02,1.019777309848285e+00,-1.198568990112956e-01,-5.409449929030445e-02,
173,8.407700061800000e-01,2.097463226217677e-02,-2.164083742006039e-02,1.014360614324606e+00,-1.209434242788635e-01,-4.328167484012079e-02,
174,8.521599769590000e-01,1.960709133914372e-02,-1.614268933222355e-02,1.008786525446449e+00,-1.219305570464541e-01,-3.228537866444710e-02,
175,8.631799817090000e-01,1.826569132102762e-02,-1.055989386314202e-02,1.003134886712764e+00,-1.228789339722391e-01,-2.111978772628405e-02,
176,8.738499879840000e-01,1.694956337677533e-02,-4.908121803994277e-03,9.973148045173419e-01,-1.237855533078334e-01,-9.816243607988559e-03,
177,8.841500282290000e-01,1.566269158090452e-02,8.897956159257130e-04,9.914148293221319e-01,-1.245967992723696e-01,1.779591231851427e-03,
178,8.940600156780000e-01,1.440916392228702e-02,6.769264432489781e-03,9.853130814703872e-01,-1.253415197538896e-01,1.353852886497957e-02,
179,9.035800099370001e-01,1.319055953446835e-02,1.281983647020643e-02,9.790709108042326e-01,-1.260180946272791e-01,2.563967294041286e-02,
180,9.126999974250000e-01,1.200973104171110e-02,1.898737803505476e-02,9.726487281676502e-01,-1.266020656917223e-01,3.797475607010953e-02,
181,9.214000105860000e-01,1.087086069705918e-02,2.534672832472782e-02,9.659941602160901e-01,-1.270953519930216e-01,5.069345664945565e-02,
182,9.296900033950000e-01,9.774221272349531e-03,3.188203621683382e-02,9.591275675470852e-01,-1.275006053058504e-01,6.376407243366766e-02,
183,9.375399947170000e-01,8.725349486403867e-03,3.862326174946242e-02,9.519949003683479e-01,-1.278104897592094e-01,7.724652349892487e-02,
184,9.449599981310000e-01,7.724467125531491e-03,4.560979725806354e-02,9.445938411307583e-01,-1.279838160759382e-01,9.121959451612713e-02,
185,9.519400000570000e-01,6.774428848839826e-03,5.285579541368887e-02,9.368360408970829e-01,-1.280381325648622e-01,1.057115908273778e-01,
186,9.584699869160000e-01,5.878077433056352e-03,6.042033722478576e-02,9.287014012153008e-01,-1.279583502657049e-01,1.208406744495716e-01,
187,9.645400047300000e-01,5.038225493362627e-03,6.831400397910084e-02,9.201231913996296e-01,-1.277526824375413e-01,1.366280079582017e-01,
188,9.701499938960000e-01,4.256268552403566e-03,7.663157247734770e-02,9.110149651002725e-01,-1.273816343207878e-01,1.532631449546955e-01,
189,9.752799868580000e-01,3.536324145770189e-03,8.540659257187538e-02,9.013465977022288e-01,-1.268358344291169e-01,1.708131851437509e-01,
190,9.799500107769999e-01,2.876826092032643e-03,9.476356763399699e-02,8.908147304686869e-01,-1.261158590652955e-01,1.895271352679941e-01,
191,9.841300249100000e-01,2.283176811071472e-03,1.048254042415874e-01,8.795841222243957e-01,-1.251268466382072e-01,2.096508084831749e-01,
192,9.878399968150000e-01,1.753609743384430e-03,1.157298544748310e-01,8.669119498649239e-01,-1.238259209390620e-01,2.314597089496621e-01,
193,9.910500049590000e-01,1.293363843462116e-03,1.278067647971426e-01,8.528935621730889e-01,-1.223955913242583e-01,2.556135295942852e-01,
194,9.937800168990000e-01,9.004365425509819e-04,1.412730658574166e-01,8.367787522971932e-01,-1.203157606487964e-01,2.825461317148333e-01,
