"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Grid_Velocity_x","Grid_Velocity_y"
91, 1.872803591721900e+01, 9.611474309477390e-01, 1.098059675228675e+01, 9.501650502314419e+02, 5.221336155698360e+02, 2.387843746229897e+06, 3.186341815722147e-04, 0.000000000000000e+00, 0.000000000000000e+00
92, 1.865113852434732e+01, 1.023162461190734e+00, 1.098068014249182e+01, 9.764946546118472e+02, 4.729065890974280e+02, 2.385994953248621e+06, 3.184057817083274e-04, 0.000000000000000e+00, 0.000000000000000e+00
93, 1.856776745633104e+01, 1.090398281695699e+00, 1.097768932167141e+01, 1.001151686782994e+03, 4.277435984560139e+02, 2.383979014198888e+06, 3.181305406598003e-04, 0.000000000000000e+00, 0.000000000000000e+00
94, 1.847747046251786e+01, 1.163219616633799e+00, 1.097242127372280e+01, 1.024121139787091e+03, 3.864194005749820e+02, 2.381851019459832e+06, 3.178222348769648e-04, 0.000000000000000e+00, 0.000000000000000e+00
95, 1.837976639270400e+01, 1.242014496643332e+00, 1.096554188513514e+01, 1.045407196649426e+03, 3.486806196653928e+02, 2.379666211041429e+06, 3.174930066731211e-04, 0.000000000000000e+00, 0.000000000000000e+00
96, 1.827414344475647e+01, 1.327195672060421e+00, 1.095757596630276e+01, 1.065040308368874e+03, 3.142869458507681e+02, 2.377469827582029e+06, 3.171516313443290e-04, 0.000000000000000e+00, 0.000000000000000e+00
97, 1.816005730958841e+01, 1.419202108930912e+00, 1.094894225931738e+01, 1.083070672747337e+03, 2.829984594770625e+02, 2.375299231479283e+06, 3.168063587615256e-04, 0.000000000000000e+00, 0.000000000000000e+00
98, 1.803692920762031e+01, 1.518500572534954e+00, 1.093997178888556e+01, 1.099563370776399e+03, 2.545791657994118e+02, 2.373184345911867e+06, 3.164642455749278e-04, 0.000000000000000e+00, 0.000000000000000e+00
99, 1.790414381053117e+01, 1.625587303421290e+00, 1.093092289521255e+01, 1.114593957548665e+03, 2.287999236168357e+02, 2.371148356349999e+06, 3.161311653085084e-04, 0.000000000000000e+00, 0.000000000000000e+00
100, 1.776104704175576e+01, 1.740989791228512e+00, 1.092199349934774e+01, 1.128244740122190e+03, 2.054407851617294e+02, 2.369208436672211e+06, 3.158088805146218e-04, 0.000000000000000e+00, 0.000000000000000e+00
101, 1.760694374881768e+01, 1.865268651866183e+00, 1.091333174220824e+01, 1.140601634344168e+03, 1.842924420149589e+02, 2.367376570351463e+06, 3.155007970824500e-04, 0.000000000000000e+00, 0.000000000000000e+00
102, 1.744109524020093e+01, 1.999019613940873e+00, 1.090504515415704e+01, 1.151751585728324e+03, 1.651571399621384e+02, 2.365660377884785e+06, 3.152114198705808e-04, 0.000000000000000e+00, 0.000000000000000e+00
103, 1.726271667905442e+01, 2.142875620641402e+00, 1.089720852376704e+01, 1.161780518039618e+03, 1.478491801777876e+02, 2.364063904668834e+06, 3.149439710380976e-04, 0.000000000000000e+00, 0.000000000000000e+00
104, 1.707097432559292e+01, 2.297509053645029e+00, 1.088987060597134e+01, 1.170771755032445e+03, 1.321950886757237e+02, 2.362588343309398e+06, 3.147006961328914e-04, 0.000000000000000e+00, 0.000000000000000e+00
105, 1.686498261960336e+01, 2.463634085973053e+00, 1.088305978284689e+01, 1.178804854912084e+03, 1.180335273409558e+02, 2.361232674278622e+06, 3.144831130574945e-04, 0.000000000000000e+00, 0.000000000000000e+00
106, 1.664380109398562e+01, 2.642009171111042e+00, 1.087678878089949e+01, 1.185954797127732e+03, 1.052150058035936e+02, 2.359994217226430e+06, 3.142922136445548e-04, 0.000000000000000e+00, 0.000000000000000e+00
107, 1.640643110975114e+01, 2.833439676117152e+00, 1.087105854374235e+01, 1.192291464920747e+03, 9.360144218985027e+01, 2.358869091323850e+06, 3.141280495039612e-04, 0.000000000000000e+00, 0.000000000000000e+00
108, 1.615181240236819e+01, 3.038780666872642e+00, 1.086586135337009e+01, 1.197879373687937e+03, 8.306561280621942e+01, 2.357852586857936e+06, 3.139877209920727e-04, 0.000000000000000e+00, 0.000000000000000e+00
109, 1.587881942877954e+01, 3.258939854082989e+00, 1.086118328438043e+01, 1.202777604269852e+03, 7.349052604792479e+01, 2.356939452113689e+06, 3.138689806115569e-04, 0.000000000000000e+00, 0.000000000000000e+00
110, 1.558625750382392e+01, 3.494880709117521e+00, 1.085700606233984e+01, 1.207039911809940e+03, 6.476875480287474e+01, 2.356124099597928e+06, 3.137692758049391e-04, 0.000000000000000e+00, 0.000000000000000e+00
111, 1.527285871416538e+01, 3.747625759280969e+00, 1.085330838026704e+01, 1.210714995310387e+03, 5.680176608941839e+01, 2.355400734326754e+06, 3.136863758758266e-04, 0.000000000000000e+00, 0.000000000000000e+00
112, 1.493727759717327e+01, 4.018260072644109e+00, 1.085006669406070e+01, 1.213846934530048e+03, 4.949930083180782e+01, 2.354763401432474e+06, 3.136182703461212e-04, 0.000000000000000e+00, 0.000000000000000e+00
113, 1.457808657149755e+01, 4.307934943123287e+00, 1.084725550460567e+01, 1.216475823952127e+03, 4.277887921760779e+01, 2.354205950583785e+06, 3.135632003504787e-04, 0.000000000000000e+00, 0.000000000000000e+00
114, 1.419377110534814e+01, 4.617871787092439e+00, 1.084484707864840e+01, 1.218638674409674e+03, 3.656557096614137e+01, 2.353721904578554e+06, 3.135195648491468e-04, 0.000000000000000e+00, 0.000000000000000e+00
115, 1.378272460771014e+01, 4.949366263437477e+00, 1.084281053328643e+01, 1.220370705782668e+03, 3.079226216717004e+01, 2.353304218560497e+06, 3.134858481283190e-04, 0.000000000000000e+00, 0.000000000000000e+00
116, 1.334324302690776e+01, 5.303792629623603e+00, 1.084111018641110e+01, 1.221707227603636e+03, 2.540083078423212e+01, 2.352944918923309e+06, 3.134605891810010e-04, 0.000000000000000e+00, 0.000000000000000e+00
117, 1.287351914006580e+01, 5.682608347042915e+00, 1.083970311158841e+01, 1.222686398555122e+03, 2.034494723658081e+01, 2.352634632384200e+06, 3.134424170710973e-04, 0.000000000000000e+00, 0.000000000000000e+00
118, 1.237163651610556e+01, 6.087358949644782e+00, 1.083853601504338e+01, 1.223353256487258e+03, 1.559571311274779e+01, 2.352362078380398e+06, 3.134301913575866e-04, 0.000000000000000e+00, 0.000000000000000e+00
119, 1.183556313395162e+01, 6.519683190626727e+00, 1.083754204428902e+01, 1.223765467246956e+03, 1.115210148950807e+01, 2.352113744594057e+06, 3.134233000093390e-04, 0.000000000000000e+00, 0.000000000000000e+00
120, 1.126314463661076e+01, 6.981318482781269e+00, 1.083663934814592e+01, 1.224001097764971e+03, 7.059157666591437e+00, 2.351874294960907e+06, 3.134222162225436e-04, 0.000000000000000e+00, 0.000000000000000e+00
121, 1.065209720071601e+01, 7.474106648956803e+00, 1.083573717002452e+01, 1.224167729987586e+03, 3.438018171433221e+00, 2.351629286027098e+06, 3.134295414844444e-04, 0.000000000000000e+00, 0.000000000000000e+00
122, 1.000000000000000e+01, 8.000000000000000e+00, 1.083512832128126e+01, 1.224325578949902e+03, 5.338639469820500e-01, 2.351469605344399e+06, 3.134680297069165e-04, 0.000000000000000e+00, 0.000000000000000e+00
123, 1.914750365229756e+01, 5.224074719793532e-01, 1.075766406627872e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.390925729257084e+06, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
124, 1.911270129327412e+01, 5.470519552544227e-01, 1.076509851484931e+01, 3.544658820202492e+02, 5.560764035659781e+02, 2.392903820555794e+06, 6.752825271319544e-04, 0.000000000000000e+00, 0.000000000000000e+00
125, 1.907445643928976e+01, 5.741341614847584e-01, 1.083766441772702e+01, 5.378302100836121e+02, 7.798772922870766e+02, 2.406501482731536e+06, 3.639923603705704e-04, 0.000000000000000e+00, 0.000000000000000e+00
