"PointID","x","y","Displacement_x","Displacement_y","Velocity_x","Velocity_y","Acceleration_x","Acceleration_y","Sxx","Syy","Sxy","Von_Mises_Stress"
11, -7.982535000000000e-02, 1.491658000000000e-02, -3.256833942040495e-04, 2.160958704343481e-03, -4.770407923949388e-02, 2.081953511111910e-01, -3.477510089512305e+01, 9.181687853929490e+01, 7.179211077410042e+05, 8.003536017103906e+04, 2.461277146364940e+04, 6.397822919004408e+05
12, -6.688208000000000e-02, 1.477656000000000e-02, -3.104247031269539e-04, 2.429962248197359e-03, -5.121870125293940e-02, 2.406191261420695e-01, -3.965246042282011e+01, 1.116473290626898e+02, 9.616816464692662e+05, 9.149648566530236e+04, 1.979316225001797e+04, 8.710851228042196e+05
13, -5.374259000000000e-02, 1.457506000000000e-02, -2.894056432172012e-04, 2.687501622320443e-03, -5.466140767168945e-02, 2.732367200924540e-01, -4.476928399223075e+01, 1.326375994811386e+02, 1.175658287229659e+06, 1.016708109534204e+05, 1.271810899199244e+04, 1.074288648540761e+06
14, -4.044550000000000e-02, 1.431595000000000e-02, -2.633358885253474e-04, 2.928323150906840e-03, -5.814719774244959e-02, 3.052697119640886e-01, -5.025387468733987e+01, 1.542319475094224e+02, 1.360425803648922e+06, 1.101087975909799e+05, 3.801677422552719e+03, 1.250340124383200e+06
15, -2.702974000000000e-02, 1.400332000000000e-02, -2.330309542793567e-04, 3.147473709781358e-03, -6.193743480232605e-02, 3.360127837592205e-01, -5.638748799074813e+01, 1.762867652149345e+02, 1.515693673403503e+06, 1.165940876189368e+05, -6.535092337006747e+03, 1.399160634334013e+06
16, -1.353473000000000e-02, 1.364154000000000e-02, -1.994078400712958e-04, 3.340413805951863e-03, -6.638655812187827e-02, 3.651722201066143e-01, -6.345217021520752e+01, 1.990698718309823e+02, 1.640607885186643e+06, 1.217167535766598e+05, -1.783681789574711e+04, 1.519310000616740e+06
17, -9.637083000000000e-13, 1.323506000000000e-02, -1.634789303679046e-04, 3.503123401323857e-03, -7.179335145699184e-02, 3.928710794660537e-01, -7.164679035227344e+01, 2.230804060561884e+02, 1.733014735783722e+06, 1.257913309440334e+05, -2.962649912184358e+04, 1.608315264761653e+06
18, 1.353473000000000e-02, 1.278846000000000e-02, -1.263577838735168e-04, 3.632232297675785e-03, -7.827644777452947e-02, 4.195276523148037e-01, -8.096700526211589e+01, 2.492004233277137e+02, 1.789102775887789e+06, 1.291607796380918e+05, -4.131291562905285e+04, 1.661997129631854e+06
19, 2.702974000000000e-02, 1.230631000000000e-02, -8.926596689095488e-05, 3.725170685145076e-03, -8.574040110559028e-02, 4.454703788516992e-01, -9.111928149799705e+01, 2.781300393521064e+02, 1.802811091931191e+06, 1.292357102962686e+05, -5.201069098938553e+04, 1.676804999373287e+06
20, 4.044550000000000e-02, 1.179317000000000e-02, -5.350853364603601e-05, 3.780442062994100e-03, -9.401870097271880e-02, 4.705348201295285e-01, -1.017039186213754e+02, 3.098039319091749e+02, 1.769323227529390e+06, 1.198745849341124e+05, -6.040808542051056e+04, 1.653867398462190e+06
21, 5.374259000000000e-02, 1.125353000000000e-02, -2.031905633717234e-05, 3.798015577454386e-03, -1.030752861180987e-01, 4.942660068223894e-01, -1.124841392368352e+02, 3.436007832457122e+02, 1.695297297401415e+06, 9.628338083854520e+04, -6.673611207305230e+04, 1.604574815949769e+06
22, 6.688208000000000e-02, 1.069178000000000e-02, 9.502964914019422e-06, 3.779458600360557e-03, -1.129639006362111e-01, 5.166055982195985e-01, -1.234062756963742e+02, 3.790844571575527e+02, 1.608756782960014e+06, 8.391365147629043e+04, -7.120668331789962e+04, 1.531479070255167e+06
23, 7.982535000000000e-02, 1.011222000000000e-02, 3.564156343747731e-05, 3.726568521699137e-03, -1.236871883732739e-01, 5.376272421109118e-01, -1.344529885731349e+02, 4.159676702139387e+02, 1.524078418523033e+06, 8.172982047933862e+04, -7.385317124878499e+04, 1.449891941453783e+06
24, 9.253454000000000e-02, 9.518999000000000e-03, 5.797249978333836e-05, 3.641145268443981e-03, -1.351967611786590e-01, 5.573734147884724e-01, -1.455886108766209e+02, 4.539740922047184e+02, 1.441423258997727e+06, 8.050906841429196e+04, -7.552555781472159e+04, 1.369271292938060e+06
25, 1.049722000000000e-01, 8.916182000000000e-03, 7.641332759356132e-05, 3.525249942447981e-03, -1.474192751531503e-01, 5.758655749203092e-01, -1.567605475871905e+02, 4.928053503502019e+02, 1.358491522504737e+06, 7.721308576316535e+04, -7.650624306452936e+04, 1.290382599607698e+06
26, 1.171021000000000e-01, 8.307683999999999e-03, 9.091443906913599e-05, 3.381290150069540e-03, -1.602702722605867e-01, 5.931386394685383e-01, -1.679121265386636e+02, 5.321673602085832e+02, 1.274699884802133e+06, 7.273086161723008e+04, -7.672327708603368e+04, 1.211724134315790e+06
27, 1.288884000000000e-01, 7.697351000000000e-03, 1.014862269618618e-04, 3.211991467888813e-03, -1.736533991583447e-01, 6.092491552217068e-01, -1.789858968560541e+02, 5.717863329918739e+02, 1.190838665181834e+06, 6.825603972335189e+04, -7.615465889969406e+04, 1.132867988456631e+06
28, 1.402968000000000e-01, 7.088912000000000e-03, 1.082135166148910e-04, 3.020315182170555e-03, -1.874590118476588e-01, 6.242674435108184e-01, -1.899230841332667e+02, 6.114137374378682e+02, 1.107877526046358e+06, 6.396916258571677e+04, -7.488855285080073e+04, 1.054598431961390e+06
29, 1.512935000000000e-01, 6.486048000000000e-03, 1.112510633851081e-04, 2.809425245502157e-03, -2.015642714822903e-01, 6.382668235749303e-01, -2.006620008417999e+02, 6.508192326884113e+02, 1.026550709942412e+06, 5.967585079583047e+04, -7.304432357911881e+04, 9.778491121222365e+05
30, 1.618466000000000e-01, 5.892357000000000e-03, 1.108151493141921e-04, 2.582629067583978e-03, -2.158389626181156e-01, 6.513223337714238e-01, -2.111408409951031e+02, 6.897942770164378e+02, 9.474865620905670e+05, 5.530240607249513e+04, -7.075170436259697e+04, 9.033359192075384e+05
31, 1.719248000000000e-01, 5.311408000000000e-03, 1.071775105300940e-04, 2.343365600860645e-03, -2.301473737864024e-01, 6.635107264440308e-01, -2.212982528494909e+02, 7.281482355880205e+02, 8.713641921046015e+05, 5.093057471381967e+04, -6.812770151647218e+04, 8.316711221393913e+05
32, 1.814989000000000e-01, 4.746728000000000e-03, 1.006599894680384e-04, 2.095131771588793e-03, -2.443525403108942e-01, 6.749126305751374e-01, -2.310760884466900e+02, 7.657144194071112e+02, 7.988582438223144e+05, 4.665082776425558e+04, -6.530494564301881e+04, 7.634624682815078e+05
33, 1.905404000000000e-01, 4.201807000000000e-03, 9.162657182323417e-05, 1.841475565364408e-03, -2.583161063490544e-01, 6.856096933321392e-01, -2.404181300706625e+02, 8.023436278315737e+02, 7.305199398677115e+05, 4.249703091229124e+04, -6.239541243113490e+04, 6.992483630422628e+05
34, 1.990233000000000e-01, 3.680033000000000e-03, 8.047262529153720e-05, 1.585915225155560e-03, -2.719030783503431e-01, 6.956860789891484e-01, -2.492720700698239e+02, 8.379082798530378e+02, 6.666871505135903e+05, 3.848228495035825e+04, -5.950749966168978e+04, 6.393793265200733e+05
35, 2.069223000000000e-01, 3.184785000000000e-03, 6.761838077314529e-05, 1.331964920081005e-03, -2.849805123964986e-01, 7.052246417063537e-01, -2.575873716349396e+02, 8.722892859476474e+02, 6.074399647451633e+05, 3.461275838430717e+04, -5.667779395190637e+04, 5.839353540043640e+05
36, 2.142143000000000e-01, 2.719501000000000e-03, 5.350361921342926e-05, 1.083078228641598e-03, -2.974208760309744e-01, 7.143045963640682e-01, -2.653169367483831e+02, 9.053720450591230e+02, 5.524744705456526e+05, 3.086677338140722e+04, -5.390496544249171e+04, 5.326326791874603e+05
37, 2.208774000000000e-01, 2.287439000000000e-03, 3.857476141611093e-05, 8.426810617453960e-04, -3.091003856106800e-01, 7.229932381795132e-01, -2.724144938820211e+02, 9.370271877936033e+02, 5.010490796572287e+05, 2.721647635606395e+04, -5.110164933786110e+04, 4.847296671458823e+05
38, 2.268939000000000e-01, 1.891072000000000e-03, 2.325720092389121e-05, 6.140749894358803e-04, -3.199041815317567e-01, 7.313389990400960e-01, -2.788358119099449e+02, 9.671053360437872e+02, 4.521072947540402e+05, 2.360327825283018e+04, -4.809181459367060e+04, 4.391662358165950e+05
39, 2.322460000000000e-01, 1.533172000000000e-03, 7.995520057817234e-06, 4.006113632370171e-04, -3.297206542827669e-01, 7.393498686261228e-01, -2.845390083560461e+02, 9.953918138494751e+02, 4.044145426208790e+05, 1.990073849368933e+04, -4.434671163360645e+04, 3.946104267441748e+05
40, 2.369133000000000e-01, 1.218487000000000e-03, -6.667247025083759e-06, 2.058425582185573e-04, -3.384396568116810e-01, 7.469684355843595e-01, -2.894923269919303e+02, 1.021560683259971e+03, 3.558073781566796e+05, 1.583629556662093e+04, -3.912346505982467e+04, 3.488594546097407e+05
41, 2.408804000000000e-01, 9.500542000000000e-04, -2.022991533987038e-05, 3.326645151645766e-05, -3.459633298558340e-01, 7.540699057293994e-01, -2.936689966558483e+02, 1.045189044507285e+03, 3.029112817722841e+05, 1.148870951807428e+04, -3.208441861100179e+04, 2.984036784117852e+05
42, 2.441551000000000e-01, 7.221023000000000e-04, -3.257404400981895e-05, -1.145288832889306e-04, -3.522325250976752e-01, 7.605011843148475e-01, -2.970318475890882e+02, 1.065872527934316e+03, 2.452617064247233e+05, 7.247056404741608e+03, -2.358473608397266e+04, 2.426436331922536e+05
43, 2.467325000000000e-01, 5.343920000000000e-04, -4.332194194724618e-05, -2.344839407253728e-04, -3.571840924501215e-01, 7.660091511889968e-01, -2.995712914990257e+02, 1.083032139837104e+03, 1.879964297880824e+05, 2.294237317168124e+03, -1.269496983068125e+04, 1.874298624139498e+05
44, 2.485345000000000e-01, 4.176267000000000e-04, -5.053902979784710e-05, -3.203229983609623e-04, -3.606857656833309e-01, 7.700838514209947e-01, -3.014013568581857e+02, 1.095508780702828e+03, 1.243892272206176e+05, -4.430842854859879e+03, 4.910317044143230e+02, 1.288238134150278e+05
45, 2.495362000000000e-01, 3.807847000000000e-04, -5.336287208240476e-05, -3.686570166950238e-04, -3.626898929098865e-01, 7.723721701167854e-01, -3.025874781143194e+02, 1.102561193187426e+03, 4.836612503153521e+04, -5.034409179049319e+03, 4.502453329617919e+03, 5.415445870763883e+04
46, 2.500000000000000e-01, 3.150000000000000e-04, -5.708341009021807e-05, -3.910372157568279e-04, -3.635039095872685e-01, 7.735420282409411e-01, -3.027818300884823e+02, 1.105912636567391e+03, 1.596155284325949e+04, 7.614896704399708e+03, 2.649912530019619e+02, 8.363465200324317e+03
47, -1.990233000000000e-01, 8.841386000000000e-03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, -4.517078680035273e+06, -1.567234352853631e+06, 1.245237548715940e+06, 3.860576092441910e+06
48, -1.905404000000000e-01, 9.324733000000000e-03, -4.799751077476960e-05, 4.141333664846723e-05, -3.098482457742607e-03, 2.064411484591424e-03, -1.930604874872983e-01, -9.811566003193658e-01, -3.470664938533009e+06, 3.097458117950691e+05, -1.456066878025333e+04, 3.780522912706312e+06
49, -1.814989000000000e-01, 9.756861000000000e-03, -9.637820907511072e-05, 1.272557577651671e-04, -6.584922048579580e-03, 7.948157946317289e-03, -9.292291190693502e-01, -8.186121407324300e-01, -2.963989266488223e+06, 2.662737745326757e+04, 3.551451869459938e+04, 2.991460017311330e+06
50, -1.719248000000000e-01, 1.013586000000000e-02, -1.368596716059054e-04, 2.534899595575847e-04, -1.001186838015207e-02, 1.762272235371628e-02, -2.307456270909795e+00, 9.369192577779053e-01, -2.227637404336827e+06, 5.584300980927760e+04, 4.824323722910315e+04, 2.285517981014859e+06
51, -1.618466000000000e-01, 1.046039000000000e-02, -1.714541019069342e-04, 4.171952658265707e-04, -1.348804967403132e-02, 3.105081982839649e-02, -4.257852543936280e+00, 4.562672147323887e+00, -1.679461123203507e+06, 5.056119032448107e+04, 6.191306766189801e+04, 1.734448072758006e+06
52, -1.512935000000000e-01, 1.072941000000000e-02, -1.998617558252343e-04, 6.129656692049655e-04, -1.699523050262040e-02, 4.807589554063205e-02, -6.733094067583560e+00, 1.034929568487724e+01, -1.208321619290123e+06, 5.067503375213765e+04, 7.000753683548892e+04, 1.266758379970981e+06
53, -1.402968000000000e-01, 1.094255000000000e-02, -2.221879210579922e-04, 8.356517498681920e-04, -2.052706186168203e-02, 6.850499890683064e-02, -9.667608252560248e+00, 1.849052177775969e+01, -8.085636060254266e+05, 4.969580756244128e+04, 7.422590722782817e+04, 8.710035374367705e+05
54, -1.288884000000000e-01, 1.109975000000000e-02, -2.385030745359476e-04, 1.079919776168949e-03, -2.406784380984044e-02, 9.207478442922681e-02, -1.298756275323096e+01, 2.907982671903821e+01, -4.638961327714934e+05, 4.870015011400800e+04, 7.517441262183274e+04, 5.341907135847489e+05
55, -1.171021000000000e-01, 1.120162000000000e-02, -2.489292110850575e-04, 1.340313056008336e-03, -2.760376811080728e-02, 1.184431304727709e-01, -1.662091913442416e+01, 4.208815018451273e+01, -1.640160730515808e+05, 4.768225794052336e+04, 7.335821599653579e+04, 2.575692038300000e+05
56, -1.049722000000000e-01, 1.124912000000000e-02, -2.536346123202450e-04, 1.611300492279614e-03, -3.112926875509216e-02, 1.471737561028393e-01, -2.051309282441844e+01, 5.732746543364335e+01, 9.897845375916638e+04, 4.669313213831984e+04, 6.917706323528980e+04, 1.479040877340194e+05
57, -9.253454000000000e-02, 1.124378000000000e-02, -2.528472928498776e-04, 1.887293104030991e-03, -3.465563764615484e-02, 1.777319615877759e-01, -2.464477786062826e+01, 7.444332027806593e+01, 3.309044895250780e+05, 4.576061490852470e+04, 6.292992506611587e+04, 3.116853078132629e+05
58, -7.982535000000000e-02, 1.118743000000000e-02, -2.468566770742896e-04, 2.162709841753688e-03, -3.820277590231597e-02, 2.095566444509778e-01, -2.902147501500488e+01, 9.306899604453666e+01, 5.359630381959579e+05, 4.492874550923675e+04, 5.485538063774962e+04, 5.031412602182393e+05
59, -6.688208000000000e-02, 1.108242000000000e-02, -2.360255482345990e-04, 2.432008373611663e-03, -4.181059268247220e-02, 2.421707920128875e-01, -3.368259089900958e+01, 1.130678664727245e+02, 7.169946507630672e+05, 4.426526048436537e+04, 4.513685172825091e+04, 6.787592902351365e+05
60, -5.374259000000000e-02, 1.093129000000000e-02, -2.207903207352412e-04, 2.689761261538978e-03, -4.554586433329086e-02, 2.749512330638989e-01, -3.871149593121845e+01, 1.341754070586689e+02, 8.756570942783472e+05, 4.374729868141229e+04, 3.394838234575096e+04, 8.346759123550333e+05
61, -4.044550000000000e-02, 1.073696000000000e-02, -2.016709757441950e-04, 2.930724306664570e-03, -4.951980397477129e-02, 3.071307169663579e-01, -4.421785398616421e+01, 1.558958935591065e+02, 1.012517863633708e+06, 4.295166490792848e+04, 2.151307364496595e+04, 9.705204083697433e+05
62, -2.702974000000000e-02, 1.050249000000000e-02, -1.792689254378498e-04, 3.149952815006056e-03, -5.391836993333909e-02, 3.380271408333696e-01, -5.036981589233611e+01, 1.780784049151893e+02, 1.127421714257355e+06, 4.170602868008017e+04, 8.117982046817880e+03, 1.085837076378672e+06
63, -1.353473000000000e-02, 1.023115000000000e-02, -1.542698118733964e-04, 3.342911917497810e-03, -5.898489532695073e-02, 3.673429072048707e-01, -5.737765548510137e+01, 2.009749663500943e+02, 1.219666806517230e+06, 4.056996618184938e+04, -5.941960921596386e+03, 1.179156726854939e+06
64, -9.637083000000000e-13, 9.926297000000001e-03, -1.274412832309778e-04, 3.505586297439031e-03, -6.493241846913989e-02, 3.951962625638316e-01, -6.537606091724767e+01, 2.251105586740628e+02, 1.287510010736471e+06, 3.995623641878500e+04, -2.039168093614174e+04, 1.248220213912556e+06
65, 1.353473000000000e-02, 9.591344000000000e-03, -9.963794305204934e-05, 3.634608364681093e-03, -7.185702719769221e-02, 4.219870163527792e-01, -7.434512164438566e+01, 2.513394313886907e+02, 1.328068388338824e+06, 4.032214545643206e+04, -3.487576545081650e+04, 1.289633925624182e+06
66, 2.702974000000000e-02, 9.229734000000000e-03, -7.180137012443983e-05, 3.727420907101050e-03, -7.973230154515087e-02, 4.480226098439464e-01, -8.411138625250533e+01, 2.803324906156761e+02, 1.337381284505924e+06, 3.962033056744788e+04, -4.859686810359052e+04, 1.301395449479217e+06
67, 4.044550000000000e-02, 8.844876000000000e-03, -4.491721873111923e-05, 3.782555197740047e-03, -8.848083718094868e-02, 4.731507298804734e-01, -9.442700717129210e+01, 3.120398569369108e+02, 1.313547416821879e+06, 3.229013497064990e+04, -5.989477030526362e+04, 1.286844884333960e+06
68, 5.374259000000000e-02, 8.440148000000000e-03, -1.986745458271902e-05, 3.800012586859315e-03, -9.804562106582260e-02, 4.969565728958041e-01, -1.050847336832246e+02, 3.458803446470413e+02, 1.261203112017563e+06, 1.403706977811318e+04, -6.746196767326815e+04, 1.254443145481137e+06
69, 6.688208000000000e-02, 8.018835000000000e-03, 2.723741201597734e-06, 3.781297726784232e-03, -1.084176416599043e-01, 5.193501008797086e-01, -1.159828928499319e+02, 3.813957380049740e+02, 1.198588176779082e+06, 6.354892745814694e+03, -7.125131900938801e+04, 1.200719453244203e+06
70, 7.982535000000000e-02, 7.584165000000000e-03, 2.252285266532830e-05, 3.728236504024231e-03, -1.195925772119190e-01, 5.403941385390503e-01, -1.270831265013264e+02, 4.182824799293963e+02, 1.135530331912650e+06, 8.080690312516086e+03, -7.271666434790623e+04, 1.136790898731959e+06
71, 9.253454000000000e-02, 7.139249000000000e-03, 3.939467496860806e-05, 3.642663488121324e-03, -1.315268524905419e-01, 5.601349931262907e-01, -1.383441410446682e+02, 4.562633942876208e+02, 1.073657836859678e+06, 1.062104268821586e+04, -7.340433388538120e+04, 1.073126279006793e+06
72, 1.049722000000000e-01, 6.687137000000000e-03, 5.326784825061151e-05, 3.526643973111439e-03, -1.441472725063434e-01, 5.785979110872550e-01, -1.497074098390732e+02, 4.950448381667049e+02, 1.011861326556548e+06, 1.123873599148929e+04, -7.368782044791075e+04, 1.011417395677266e+06
73, 1.171021000000000e-01, 6.230763000000000e-03, 6.409639253285075e-05, 3.382577900206319e-03, -1.573665010872966e-01, 5.958185614687252e-01, -1.611067170947437e+02, 5.343360692219933e+02, 9.495532471150008e+05, 1.078410182468832e+04, -7.336115479292889e+04, 9.501657456882520e+05
74, 1.288884000000000e-01, 5.773013000000000e-03, 7.187604788018661e-05, 3.213184755132883e-03, -1.710860825893306e-01, 6.118534817463139e-01, -1.724741740959453e+02, 5.738652885411379e+02, 8.871467231427232e+05, 1.032615906911900e+04, -7.232052100425996e+04, 8.886705422234180e+05
75, 1.402968000000000e-01, 5.316684000000000e-03, 7.666022480245303e-05, 3.021423495126279e-03, -1.851963181351710e-01, 6.267739847687075e-01, -1.837415967608414e+02, 6.133861889148160e+02, 8.253233080362508e+05, 9.991437075712372e+03, -7.064348806319915e+04, 8.274829722882239e+05
76, 1.512935000000000e-01, 4.864536000000000e-03, 7.855938402080050e-05, 2.810456575018719e-03, -1.995755217701413e-01, 6.406552540413055e-01, -1.948388923528193e+02, 6.526711894907489e+02, 7.646547054889443e+05, 9.565825715979292e+03, -6.846769853703977e+04, 7.674050555792729e+05
77, 1.618466000000000e-01, 4.419268000000000e-03, 7.773499470520161e-05, 2.583589539725869e-03, -2.140948675551200e-01, 6.535746768816026e-01, -2.056965179546637e+02, 6.915147097230355e+02, 7.056262465766802e+05, 8.952896376717868e+03, -6.591009583029168e+04, 7.090347803939327e+05
78, 1.719248000000000e-01, 3.983556000000000e-03, 7.439380138549878e-05, 2.344259405300718e-03, -2.286199866280261e-01, 6.656116243808889e-01, -2.162458447906078e+02, 7.297290995414515e+02, 6.487415725651069e+05, 8.199758477936408e+03, -6.308251925156856e+04, 6.528487057003187e+05
79, 1.814989000000000e-01, 3.560046000000000e-03, 6.878377533613702e-05, 2.095961497403896e-03, -2.430154846127734e-01, 6.768496711863907e-01, -2.264220671431921e+02, 7.671506083073548e+02, 5.945000101794249e+05, 7.361582414810417e+03, -6.010159112741773e+04, 5.993165594092095e+05
80, 1.905404000000000e-01, 3.151355000000000e-03, 6.118766893959019e-05, 1.842242598902293e-03, -2.571448113473398e-01, 6.873737891700618e-01, -2.361630641942478e+02, 8.036329373316620e+02, 5.433122517946651e+05, 6.448033811660063e+03, -5.708665867841498e+04, 5.488704172632799e+05
81, 1.990233000000000e-01, 2.760025000000000e-03, 5.191498672905251e-05, 1.586620022031659e-03, -2.708749864974433e-01, 6.972716357791215e-01, -2.454115949732499e+02, 8.390512679853418e+02, 4.954365684095604e+05, 5.457775864750432e+03, -5.413752115682913e+04, 5.017994638615056e+05
82, 2.069223000000000e-01, 2.388589000000000e-03, 4.129645684563050e-05, 1.332607286153271e-03, -2.840753622566494e-01, 7.066296797951703e-01, -2.541131933510650e+02, 8.732891088007492e+02, 4.509384372733238e+05, 4.397755855963624e+03, -5.130539099072964e+04, 4.581785162352409e+05
83, 2.142143000000000e-01, 2.039626000000000e-03, 2.968003327761713e-05, 1.083657623284869e-03, -2.966211043916784e-01, 7.155307897411984e-01, -2.622178790187127e+02, 9.062342493608704e+02, 4.096047398208790e+05, 3.265643803194951e+03, -4.859036524367535e+04, 4.177984625755864e+05
84, 2.208774000000000e-01, 1.715579000000000e-03, 1.742083818563125e-05, 8.431968678207955e-04, -3.083916911717708e-01, 7.240457564224689e-01, -2.696776852407845e+02, 9.377593917021065e+02, 3.709020167229949e+05, 2.073954119351796e+03, -4.592964884396941e+04, 3.800950806517734e+05
85, 2.268939000000000e-01, 1.418304000000000e-03, 4.860256858819335e-06, 6.145267464551539e-04, -3.192761612925867e-01, 7.322259638914339e-01, -2.764482834101889e+02, 9.677166815849638e+02, 3.340695864774710e+05, 8.168472279796188e+02, -4.314497235770876e+04, 3.442431448500890e+05
86, 2.322460000000000e-01, 1.149879000000000e-03, -7.643576822234193e-06, 4.009992762569696e-04, -3.291667534753604e-01, 7.400822713409969e-01, -2.824874048721183e+02, 9.958927921468206e+02, 2.982098870145166e+05, -5.599421208295580e+02, -3.973788676603148e+04, 3.091598443848808e+05
87, 2.369133000000000e-01, 9.138651000000000e-04, -1.965508026384612e-05, 2.061683512919428e-04, -3.379559715287561e-01, 7.475608727563037e-01, -2.877593741847954e+02, 1.021963578207952e+03, 2.617460658074171e+05, -2.197287141384892e+03, -3.501891215351126e+04, 2.730776270577969e+05
88, 2.408804000000000e-01, 7.125407000000000e-04, -3.076750731887952e-05, 3.353330222144997e-05, -3.455477908626299e-01, 7.545396656335548e-01, -2.922332063064766e+02, 1.045507321945542e+03, 2.222477089190458e+05, -3.861396927127243e+03, -2.872010699112523e+04, 2.332910326799609e+05
89, 2.441551000000000e-01, 5.415768000000000e-04, -4.086333126834960e-05, -1.143177693070878e-04, -3.518864941995077e-01, 7.608638005780559e-01, -2.958771328984467e+02, 1.066117804465849e+03, 1.794317144182763e+05, -5.232845041846931e+03, -2.105930800167878e+04, 1.894069094163137e+05
90, 2.467325000000000e-01, 4.007940000000000e-04, -4.962658094283887e-05, -2.343228942590188e-04, -3.569075700049713e-01, 7.662810225401335e-01, -2.986751674070479e+02, 1.083215998464792e+03, 1.369420811367231e+05, -7.252845930333942e+03, -1.089359984744554e+04, 1.458316120133730e+05
91, 2.485345000000000e-01, 3.132200000000000e-04, -5.555490446115108e-05, -3.201954334573326e-04, -3.604582150333229e-01, 7.702983026790218e-01, -3.006781962395903e+02, 1.095654007541907e+03, 8.882239655754567e+04, -1.068661942012061e+04, 5.169929936994631e+02, 9.951438784349518e+04
92, 2.495362000000000e-01, 2.855885000000000e-04, -5.796897001772571e-05, -3.685426436222140e-04, -3.624780562634933e-01, 7.725688320186030e-01, -3.019194725183856e+02, 1.102695026947747e+03, 3.207397099243246e+04, -5.849016995926739e+03, 5.831493072056537e+02, 3.794091815472069e+04
93, 2.501265000000000e-01, 1.963230000000000e-04, -6.297593312860515e-05, -3.970234808226394e-04, -3.635010307367847e-01, 7.740697595739565e-01, -3.021263114516852e+02, 1.106969565523384e+03, 1.016471794628528e+04, 2.366551324602427e+03, -8.672224053921282e+02, 7.988723393708468e+03
