"PointID","x","y","Adjoint_Density","Adjoint_X-Momentum","Adjoint_Y-Momentum","Adjoint_Energy","Surface_Sensitivity","Limiter_Adjoint_Density"
26,9.693877551020409e-01,1.000000000000000e+00,3.291963345467804e-04,-9.487879990343328e-07,-3.605297967055999e-11,6.060074188566745e-10,0.000000000000000e+00,0.000000000000000e+00,
27,9.489795918367347e-01,1.000000000000000e+00,3.292194506868862e-04,-9.488361155591406e-07,-3.986978275821185e-11,6.060499797733928e-10,0.000000000000000e+00,0.000000000000000e+00,
28,9.285714285714286e-01,1.000000000000000e+00,3.292465385426482e-04,-9.488924898500263e-07,-2.744110389358676e-11,6.060998614791595e-10,0.000000000000000e+00,0.000000000000000e+00,
29,9.081632653061225e-01,1.000000000000000e+00,3.292712500853915e-04,-9.489439270348865e-07,-9.311399971256611e-12,6.061453684992153e-10,0.000000000000000e+00,0.000000000000000e+00,
30,8.877551020408163e-01,1.000000000000000e+00,3.292905053647267e-04,-9.489840246939329e-07,5.748630737173409e-12,6.061808248986847e-10,0.000000000000000e+00,0.000000000000000e+00,
31,8.673469387755104e-01,1.000000000000000e+00,3.293040036498217e-04,-9.490121573494662e-07,1.360728407652347e-11,6.062056754119882e-10,0.000000000000000e+00,0.000000000000000e+00,
32,8.469387755102040e-01,1.000000000000000e+00,3.293127808578589e-04,-9.490304783386289e-07,1.461805857176162e-11,6.062218287653167e-10,0.000000000000000e+00,0.000000000000000e+00,
33,8.265306122448980e-01,1.000000000000000e+00,3.293179273033186e-04,-9.490412545342238e-07,1.160880058823944e-11,6.062312952431955e-10,0.000000000000000e+00,0.000000000000000e+00,
34,8.061224489795918e-01,1.000000000000000e+00,3.293201716984535e-04,-9.490460012789700e-07,7.492713470176007e-12,6.062354191779495e-10,0.000000000000000e+00,0.000000000000000e+00,
35,7.857142857142858e-01,1.000000000000000e+00,3.293204735362646e-04,-9.490467131050269e-07,3.621961662581132e-12,6.062359686246834e-10,0.000000000000000e+00,0.000000000000000e+00,
36,7.653061224489797e-01,1.000000000000000e+00,3.293212016676774e-04,-9.490483129135114e-07,-5.768828017908011e-13,6.062373050472127e-10,0.000000000000000e+00,0.000000000000000e+00,
37,7.448979591836735e-01,1.000000000000000e+00,3.293270020631444e-04,-9.490604554356526e-07,-6.661179652766207e-12,6.062479813349668e-10,0.000000000000000e+00,0.000000000000000e+00,
38,7.244897959183674e-01,1.000000000000000e+00,3.293442203800452e-04,-9.490963274751445e-07,-1.530587863700341e-11,6.062796793453479e-10,0.000000000000000e+00,0.000000000000000e+00,
39,7.040816326530613e-01,1.000000000000000e+00,3.293779886710759e-04,-9.491665939125883e-07,-2.426893205650914e-11,6.063418468973392e-10,0.000000000000000e+00,0.000000000000000e+00,
40,6.836734693877552e-01,1.000000000000000e+00,3.294270262863075e-04,-9.492685934188762e-07,-2.728648998657372e-11,6.064321261675633e-10,0.000000000000000e+00,0.000000000000000e+00,
41,6.632653061224490e-01,1.000000000000000e+00,3.294777912574067e-04,-9.493741842621757e-07,-1.511370993637697e-11,6.065255859210864e-10,0.000000000000000e+00,0.000000000000000e+00,
42,6.428571428571429e-01,1.000000000000000e+00,3.295013545692432e-04,-9.494232485151801e-07,2.049048327224672e-11,6.065689664463917e-10,0.000000000000000e+00,0.000000000000000e+00,
43,6.224489795918368e-01,1.000000000000000e+00,3.294572492217821e-04,-9.493316906957736e-07,8.018312321266366e-11,6.064877654031085e-10,0.000000000000000e+00,0.000000000000000e+00,
44,6.020408163265307e-01,1.000000000000000e+00,3.293077251376698e-04,-9.490210612187158e-07,1.498945406784516e-10,6.062124817455968e-10,0.000000000000000e+00,0.000000000000000e+00,
45,5.816326530612246e-01,1.000000000000000e+00,3.290420392586345e-04,-9.484690340682763e-07,1.968862639186430e-10,6.057233354122136e-10,0.000000000000000e+00,0.000000000000000e+00,
46,5.612244897959184e-01,1.000000000000000e+00,3.287059262306034e-04,-9.477706520876372e-07,1.728490332133920e-10,6.051045262923476e-10,0.000000000000000e+00,0.000000000000000e+00,
47,5.408163265306123e-01,1.000000000000000e+00,3.284238546517132e-04,-9.471845737388113e-07,2.823080862712626e-11,6.045852079250086e-10,0.000000000000000e+00,0.000000000000000e+00,
48,5.204081632653061e-01,1.000000000000000e+00,3.283984011696355e-04,-9.471317937504035e-07,-2.660767498788051e-10,6.045383482436981e-10,0.000000000000000e+00,0.000000000000000e+00,
49,5.000000000000000e-01,1.000000000000000e+00,3.288874652037300e-04,-9.481482039626010e-07,-6.896816012793975e-10,6.054387285482829e-10,0.000000000000000e+00,0.000000000000000e+00,
50,4.800000000000000e-01,1.000000000000000e+00,3.300650711083910e-04,-9.505953621232033e-07,-1.134812571111068e-09,6.076065647025154e-10,0.000000000000000e+00,0.000000000000000e+00,
51,4.600000000000000e-01,1.000000000000000e+00,3.320166737322937e-04,-9.546509115551433e-07,-1.449609695703620e-09,6.111992137486517e-10,0.000000000000000e+00,0.000000000000000e+00,
52,4.400000000000000e-01,1.000000000000000e+00,3.345880030678973e-04,-9.599942846344668e-07,-1.432106525532296e-09,6.159326952686123e-10,0.000000000000000e+00,0.000000000000000e+00,
53,4.200000000000000e-01,1.000000000000000e+00,3.373174247797282e-04,-9.656661818023282e-07,-8.884460313161277e-10,6.209572033836556e-10,0.000000000000000e+00,0.000000000000000e+00,
54,4.000000000000000e-01,1.000000000000000e+00,3.394169707503377e-04,-9.700291603483363e-07,3.018117365237999e-10,6.248221925783903e-10,0.000000000000000e+00,0.000000000000000e+00,
55,3.800000000000000e-01,1.000000000000000e+00,3.398385506237541e-04,-9.709052278289101e-07,2.119893238884820e-09,6.255982659211012e-10,0.000000000000000e+00,0.000000000000000e+00,
56,3.600000000000000e-01,1.000000000000000e+00,3.374367977355482e-04,-9.659142458368142e-07,4.360664916035919e-09,6.211769534320682e-10,0.000000000000000e+00,0.000000000000000e+00,
57,3.400000000000000e-01,1.000000000000000e+00,3.312176180919430e-04,-9.529904293262060e-07,6.622448662104960e-09,6.097282582801424e-10,0.000000000000000e+00,0.000000000000000e+00,
58,3.200000000000000e-01,1.000000000000000e+00,3.206370729911494e-04,-9.310034420851059e-07,8.345655579355185e-09,5.902508605607509e-10,0.000000000000000e+00,0.000000000000000e+00,
59,3.000000000000000e-01,1.000000000000000e+00,3.058950059435661e-04,-9.003685705356945e-07,8.900990569966707e-09,5.631126460020069e-10,0.000000000000000e+00,0.000000000000000e+00,
60,2.800000000000000e-01,1.000000000000000e+00,2.881577939164293e-04,-8.635096137596246e-07,7.714793839870452e-09,5.304607618318128e-10,0.000000000000000e+00,0.000000000000000e+00,
61,2.600000000000000e-01,1.000000000000000e+00,2.696487391580015e-04,-8.250467229590171e-07,4.407336331804110e-09,4.963880162871660e-10,0.000000000000000e+00,0.000000000000000e+00,
62,2.400000000000000e-01,1.000000000000000e+00,2.535636194080827e-04,-7.916209098891111e-07,-1.086938232028811e-09,4.667774176127714e-10,0.000000000000000e+00,0.000000000000000e+00,
63,2.200000000000000e-01,1.000000000000000e+00,2.437997483494332e-04,-7.713310187400732e-07,-8.447735443649514e-09,4.488034098390534e-10,0.000000000000000e+00,0.000000000000000e+00,
64,2.000000000000000e-01,1.000000000000000e+00,2.445233613770852e-04,-7.728347286392388e-07,-1.696797590665500e-08,4.501354866460912e-10,0.000000000000000e+00,0.000000000000000e+00,
65,1.800000000000000e-01,1.000000000000000e+00,2.596342971039219e-04,-8.042361307282177e-07,-2.563124737962030e-08,4.779527401299558e-10,0.000000000000000e+00,0.000000000000000e+00,
66,1.600000000000000e-01,1.000000000000000e+00,2.922110945299431e-04,-8.719326078516674e-07,-3.325793339809627e-08,5.379223573709851e-10,0.000000000000000e+00,0.000000000000000e+00,
67,1.400000000000000e-01,1.000000000000000e+00,3.440280749793160e-04,-9.796113027744317e-07,-3.869442512727000e-08,6.333106315311914e-10,0.000000000000000e+00,0.000000000000000e+00,
68,1.200000000000000e-01,1.000000000000000e+00,4.152269413621389e-04,-1.127566682373850e-06,-4.100927442528492e-08,7.643784191082026e-10,0.000000000000000e+00,0.000000000000000e+00,
69,9.999999999999998e-02,1.000000000000000e+00,5.041995169330658e-04,-1.312456861969607e-06,-3.965787951891992e-08,9.281652773484485e-10,0.000000000000000e+00,0.000000000000000e+00,
70,8.000000000000002e-02,1.000000000000000e+00,6.077041438129796e-04,-1.527545488212232e-06,-3.458294410798781e-08,1.118703738679998e-09,0.000000000000000e+00,0.000000000000000e+00,
71,6.000000000000000e-02,1.000000000000000e+00,7.211977716253289e-04,-1.763391838557242e-06,-2.623110229124919e-08,1.327630642395994e-09,0.000000000000000e+00,0.000000000000000e+00,
72,3.999999999999998e-02,1.000000000000000e+00,8.393044170011605e-04,-2.008824307324891e-06,-1.549298268324364e-08,1.545049507245856e-09,0.000000000000000e+00,0.000000000000000e+00,
73,2.000000000000002e-02,1.000000000000000e+00,9.565781102328955e-04,-2.252525853158942e-06,-3.505298606662099e-09,1.760935016296230e-09,0.000000000000000e+00,0.000000000000000e+00,
74,0.000000000000000e+00,1.000000000000000e+00,1.066945105506390e-03,-2.481874879492231e-06,8.191364966282776e-09,1.964106199025921e-09,0.000000000000000e+00,0.000000000000000e+00,
75,1.500000000000000e+00,9.831903465450705e-01,3.318327404132660e-04,-9.542961054803923e-07,7.146749549468222e-11,6.108605394406134e-10,0.000000000000000e+00,0.000000000000000e+00,
76,1.479591836734693e+00,9.831169075693486e-01,3.318104009463343e-04,-9.542499496924060e-07,1.799240651610226e-11,6.108193214084771e-10,0.000000000000000e+00,0.000000000000000e+00,
77,1.459183673469387e+00,9.830434685936265e-01,3.317872111702504e-04,-9.542020392542596e-07,-4.843919041926507e-12,6.107765786371476e-10,0.000000000000000e+00,0.000000000000000e+00,
78,1.438775510204081e+00,9.829700296179045e-01,3.317661648199697e-04,-9.541585978082852e-07,7.379729077890207e-12,6.107378168329511e-10,0.000000000000000e+00,0.000000000000000e+00,
79,1.418367346938775e+00,9.828965906421827e-01,3.317586274223272e-04,-9.541432417719218e-07,2.101650598226202e-11,6.107239512971509e-10,0.000000000000000e+00,0.000000000000000e+00,
80,1.397959183673469e+00,9.828231516664606e-01,3.317792862788673e-04,-9.541864863967187e-07,-1.015024308835080e-11,6.107620024956027e-10,0.000000000000000e+00,0.000000000000000e+00,
81,1.377551020408163e+00,9.827497126907386e-01,3.318330414154748e-04,-9.542985042848421e-07,-9.608488883249607e-11,6.108609624108671e-10,0.000000000000000e+00,0.000000000000000e+00,
82,1.357142857142857e+00,9.826762737150165e-01,3.319040671892383e-04,-9.544464014590194e-07,-1.831132004676442e-10,6.109916778962467e-10,0.000000000000000e+00,0.000000000000000e+00,
83,1.336734693877552e+00,9.826028347392946e-01,3.319554576308272e-04,-9.545534890771860e-07,-1.773602949357231e-10,6.110862211989752e-10,0.000000000000000e+00,0.000000000000000e+00,
84,1.316326530612245e+00,9.825293957635725e-01,3.319397438521000e-04,-9.545211399949345e-07,-6.132840966517551e-12,6.110572537835484e-10,0.000000000000000e+00,0.000000000000000e+00,
85,1.295918367346939e+00,9.824559567878507e-01,3.318147563802002e-04,-9.542617421068077e-07,3.264830712185956e-10,6.108272002267509e-10,0.000000000000000e+00,0.000000000000000e+00,
86,1.275510204081633e+00,9.823825178121287e-01,3.315584955376958e-04,-9.537295861174829e-07,7.290527697683101e-10,6.103555829964298e-10,0.000000000000000e+00,0.000000000000000e+00,
87,1.255102040816327e+00,9.823090788364067e-01,3.311784746773583e-04,-9.529402730981264e-07,1.064155342603071e-09,6.096561982323001e-10,0.000000000000000e+00,0.000000000000000e+00,
88,1.234693877551020e+00,9.822356398606847e-01,3.307128344091436e-04,-9.519730337183141e-07,1.214947961675759e-09,6.087991778856123e-10,0.000000000000000e+00,0.000000000000000e+00,
89,1.214285714285714e+00,9.821622008849626e-01,3.302222566589525e-04,-9.509539394010645e-07,1.137820007268633e-09,6.078961454929278e-10,0.000000000000000e+00,0.000000000000000e+00,
90,1.193877551020408e+00,9.820887619092409e-01,3.297742748623690e-04,-9.500233139316859e-07,8.749670411016381e-10,6.070713791133696e-10,0.000000000000000e+00,0.000000000000000e+00,
91,1.173469387755102e+00,9.820153229335188e-01,3.294247042495531e-04,-9.492971525942584e-07,5.263189545496223e-10,6.064276501413726e-10,0.000000000000000e+00,0.000000000000000e+00,
92,1.153061224489796e+00,9.819418839577970e-01,3.292027992801477e-04,-9.488362744060887e-07,2.011668449783938e-10,6.060188884365519e-10,0.000000000000000e+00,0.000000000000000e+00,
93,1.132653061224490e+00,9.818684449820752e-01,3.291057015264617e-04,-9.486347713759028e-07,-2.439152992465582e-11,6.058399238772251e-10,0.000000000000000e+00,0.000000000000000e+00,
94,1.112244897959184e+00,9.817950060063532e-01,3.291038721740995e-04,-9.486312830739749e-07,-1.267923692828094e-10,6.058364452352810e-10,0.000000000000000e+00,0.000000000000000e+00,
95,1.091836734693877e+00,9.817215670306311e-01,3.291545022972193e-04,-9.487368554814170e-07,-1.287158720509154e-10,6.059296623438022e-10,0.000000000000000e+00,0.000000000000000e+00,
96,1.071428571428571e+00,9.816481280549091e-01,3.292168688259483e-04,-9.488668522177860e-07,-7.680985763608274e-11,6.060445762502496e-10,0.000000000000000e+00,0.000000000000000e+00,
97,1.051020408163266e+00,9.815746890791871e-01,3.292636482837270e-04,-9.489644729487511e-07,-1.722443453988624e-11,6.061308287715316e-10,0.000000000000000e+00,0.000000000000000e+00,
98,1.030612244897959e+00,9.815012501034650e-01,3.292848923877972e-04,-9.490090249095526e-07,2.055331592209751e-11,6.061700497997219e-10,0.000000000000000e+00,0.000000000000000e+00,
99,1.010204081632653e+00,9.814278111277430e-01,3.292849887861161e-04,-9.490096144419793e-07,2.794465788647811e-11,6.061702834192056e-10,0.000000000000000e+00,0.000000000000000e+00,
100,9.897959183673468e-01,9.813543721520209e-01,3.292756229642299e-04,-9.489905235621425e-07,1.212417381013297e-11,6.061530378384435e-10,0.000000000000000e+00,0.000000000000000e+00,
101,9.693877551020408e-01,9.812809331762992e-01,3.292685231167929e-04,-9.489761308139203e-07,-1.308486210097746e-11,6.061399222648198e-10,0.000000000000000e+00,0.000000000000000e+00,
102,9.489795918367346e-01,9.812074942005773e-01,3.292707577370525e-04,-9.489811345054850e-07,-3.522845290119294e-11,6.061439763466584e-10,0.000000000000000e+00,0.000000000000000e+00,
103,9.285714285714287e-01,9.811340552248553e-01,3.292834944724574e-04,-9.490079690311489e-07,-4.746385425107010e-11,6.061673724263970e-10,0.000000000000000e+00,0.000000000000000e+00,
104,9.081632653061225e-01,9.810606162491332e-01,3.293034702371678e-04,-9.490498574248817e-07,-4.888594061196929e-11,6.062041148513469e-10,0.000000000000000e+00,0.000000000000000e+00,
105,8.877551020408162e-01,9.809871772734112e-01,3.293256168171439e-04,-9.490962674732235e-07,-4.241187382255238e-11,6.062448732359463e-10,0.000000000000000e+00,0.000000000000000e+00,
106,8.673469387755103e-01,9.809137382976892e-01,3.293454060025859e-04,-9.491377865842357e-07,-3.209547393679673e-11,6.062813039962324e-10,0.000000000000000e+00,0.000000000000000e+00,
107,8.469387755102040e-01,9.808402993219671e-01,3.293601639950239e-04,-9.491688551708244e-07,-2.125895263339785e-11,6.063084756661990e-10,0.000000000000000e+00,0.000000000000000e+00,
108,8.265306122448978e-01,9.807668603462454e-01,3.293693568826718e-04,-9.491883613334109e-07,-1.198974189646208e-11,6.063253985879421e-10,0.000000000000000e+00,0.000000000000000e+00,
109,8.061224489795917e-01,9.806934213705235e-01,3.293742883498999e-04,-9.491990132033838e-07,-5.758332198846870e-12,6.063344699341201e-10,0.000000000000000e+00,0.000000000000000e+00,
110,7.857142857142857e-01,9.806199823948011e-01,3.293776498508284e-04,-9.492064038793911e-07,-4.371383353284341e-12,6.063406447806681e-10,0.000000000000000e+00,0.000000000000000e+00,
111,7.653061224489797e-01,9.805465434190792e-01,3.293830410502386e-04,-9.492180141727840e-07,-1.026838543008417e-11,6.063505512818442e-10,0.000000000000000e+00,0.000000000000000e+00,
112,7.448979591836734e-01,9.804731044433574e-01,3.293942050662825e-04,-9.492416227673454e-07,-2.537288392551174e-11,6.063710810418202e-10,0.000000000000000e+00,0.000000000000000e+00,
113,7.244897959183672e-01,9.803996654676356e-01,3.294135899069841e-04,-9.492823166003339e-07,-4.838278252410847e-11,6.064067403330258e-10,0.000000000000000e+00,0.000000000000000e+00,
114,7.040816326530612e-01,9.803262264919136e-01,3.294401370069327e-04,-9.493378956734674e-07,-7.146305438402026e-11,6.064555801198789e-10,0.000000000000000e+00,0.000000000000000e+00,
115,6.836734693877549e-01,9.802527875161916e-01,3.294668859987666e-04,-9.493938964096702e-07,-7.845291050605562e-11,6.065047890022848e-10,0.000000000000000e+00,0.000000000000000e+00,
116,6.632653061224489e-01,9.801793485404695e-01,3.294798043622090e-04,-9.494211603902395e-07,-4.729917392024905e-11,6.065285410455888e-10,0.000000000000000e+00,0.000000000000000e+00,
117,6.428571428571428e-01,9.801059095647475e-01,3.294597527716331e-04,-9.493799186975456e-07,4.123289024366823e-11,6.064916143821422e-10,0.000000000000000e+00,0.000000000000000e+00,
118,6.224489795918366e-01,9.800324705890257e-01,3.293891558213934e-04,-9.492336531411689e-07,1.888440382236547e-10,6.063616685872695e-10,0.000000000000000e+00,0.000000000000000e+00,
119,6.020408163265306e-01,9.799590316133039e-01,3.292636194622215e-04,-9.489732357944350e-07,3.628282785153682e-10,6.061306241392501e-10,0.000000000000000e+00,0.000000000000000e+00,
120,5.816326530612244e-01,9.798855926375818e-01,3.291059720922647e-04,-9.486461033900977e-07,4.849898720456612e-10,6.058405012814978e-10,0.000000000000000e+00,0.000000000000000e+00,
121,5.612244897959187e-01,9.798121536618598e-01,3.289785380179341e-04,-9.483817611832564e-07,4.348253866795319e-10,6.056060022914475e-10,0.000000000000000e+00,0.000000000000000e+00,
122,5.408163265306123e-01,9.797387146861377e-01,3.289844123350725e-04,-9.483944219320722e-07,7.860988962077199e-11,6.056168640103513e-10,0.000000000000000e+00,0.000000000000000e+00,
123,5.204081632653063e-01,9.796652757104157e-01,3.292553697951893e-04,-9.489579200357723e-07,-6.841841776718798e-10,6.061155673666002e-10,0.000000000000000e+00,0.000000000000000e+00,
124,4.999999999999999e-01,9.795918367346937e-01,3.299164793134999e-04,-9.503320262245101e-07,-1.843747511154732e-09,6.073323803627989e-10,0.000000000000000e+00,0.000000000000000e+00,
125,4.799999999999999e-01,9.795918367346940e-01,3.309869916061348e-04,-9.525566534043183e-07,-3.177250565053618e-09,6.093030066852083e-10,0.000000000000000e+00,0.000000000000000e+00,
126,4.599999999999999e-01,9.795918367346937e-01,3.324324693807765e-04,-9.555604497251995e-07,-4.354512567361572e-09,6.119639309438626e-10,0.000000000000000e+00,0.000000000000000e+00,
127,4.399999999999998e-01,9.795918367346939e-01,3.340384542876753e-04,-9.588977818926763e-07,-4.852621255197966e-09,6.149203362132491e-10,0.000000000000000e+00,0.000000000000000e+00,
128,4.199999999999998e-01,9.795918367346936e-01,3.353974126114557e-04,-9.617217767505583e-07,-4.063881738281143e-09,6.174219998816714e-10,0.000000000000000e+00,0.000000000000000e+00,
129,4.000000000000000e-01,9.795918367346939e-01,3.359174679666508e-04,-9.628024821093098e-07,-1.433952126896746e-09,6.183793535304413e-10,0.000000000000000e+00,0.000000000000000e+00,
130,3.800000000000000e-01,9.795918367346937e-01,3.348849943759168e-04,-9.606569420509868e-07,3.361026772253303e-09,6.164787048463180e-10,0.000000000000000e+00,0.000000000000000e+00,
131,3.599999999999998e-01,9.795918367346940e-01,3.315856484739910e-04,-9.538007096465830e-07,1.023391485969997e-08,6.104050411721534e-10,0.000000000000000e+00,0.000000000000000e+00,
132,3.399999999999998e-01,9.795918367346937e-01,3.254754778892506e-04,-9.411034202922264e-07,1.854781777663301e-08,5.991570174172539e-10,0.000000000000000e+00,0.000000000000000e+00,
133,3.200000000000000e-01,9.795918367346937e-01,3.163796222218480e-04,-9.222017039251652e-07,2.706367899670083e-08,5.824127384835352e-10,0.000000000000000e+00,0.000000000000000e+00,
134,3.000000000000000e-01,9.795918367346937e-01,3.046841747687163e-04,-8.978978848418297e-07,3.400653071714977e-08,5.608829515600896e-10,0.000000000000000e+00,0.000000000000000e+00,
135,2.800000000000001e-01,9.795918367346939e-01,2.914803229095536e-04,-8.704595137940175e-07,3.726024916945137e-08,5.365763896919254e-10,0.000000000000000e+00,0.000000000000000e+00,
136,2.600000000000000e-01,9.795918367346939e-01,2.786213889411602e-04,-8.437379021561633e-07,3.467249923142299e-08,5.129047764842800e-10,0.000000000000000e+00,0.000000000000000e+00,
137,2.399999999999999e-01,9.795918367346939e-01,2.686637036166933e-04,-8.230452537059550e-07,2.442418122320039e-08,4.945739820324557e-10,0.000000000000000e+00,0.000000000000000e+00,
138,2.199999999999999e-01,9.795918367346939e-01,2.646802194586665e-04,-8.147673422633734e-07,5.397948286584755e-09,4.872409094434387e-10,0.000000000000000e+00,0.000000000000000e+00,
139,2.000000000000000e-01,9.795918367346939e-01,2.699583623586410e-04,-8.257356297659684e-07,-2.252637743681378e-08,4.969572792054945e-10,0.000000000000000e+00,0.000000000000000e+00,
140,1.799999999999999e-01,9.795918367346939e-01,2.876164432492805e-04,-8.624301474444416e-07,-5.831296652963382e-08,5.294634933177776e-10,0.000000000000000e+00,0.000000000000000e+00,
141,1.599999999999999e-01,9.795918367346937e-01,3.201912565206994e-04,-9.301225013793874e-07,-9.978830672950470e-08,5.894294579900622e-10,0.000000000000000e+00,0.000000000000000e+00,
142,1.400000000000000e-01,9.795918367346940e-01,3.692591283775335e-04,-1.032088388977634e-06,-1.438448115422111e-07,6.797569833021654e-10,0.000000000000000e+00,0.000000000000000e+00,
143,1.200000000000000e-01,9.795918367346937e-01,4.351514951563215e-04,-1.169016554196451e-06,-1.868029617509368e-07,8.010562001390260e-10,0.000000000000000e+00,0.000000000000000e+00,
144,9.999999999999995e-02,9.795918367346940e-01,5.168130923420723e-04,-1.338714096083543e-06,-2.248742093168947e-07,9.513845047442188e-10,0.000000000000000e+00,0.000000000000000e+00,
145,7.999999999999999e-02,9.795918367346937e-01,6.118299072999123e-04,-1.536164556176916e-06,-2.546528406339877e-07,1.126298016037746e-09,0.000000000000000e+00,0.000000000000000e+00,
146,5.999999999999998e-02,9.795918367346937e-01,7.166307888477481e-04,-1.753946874906423e-06,-2.735376497653613e-07,1.319222712433031e-09,0.000000000000000e+00,0.000000000000000e+00,
147,3.999999999999997e-02,9.795918367346939e-01,8.267962870040610e-04,-1.982877178527216e-06,-2.801035631452551e-07,1.522022965361632e-09,0.000000000000000e+00,0.000000000000000e+00,
148,2.000000000000001e-02,9.795918367346939e-01,9.377018393788105e-04,-2.213345357796535e-06,-2.739982004709505e-07,1.726185561176079e-09,0.000000000000000e+00,0.000000000000000e+00,
